ID,FDA_Regulated_Drug,FDA_Regulated_Device,Responsible_Party
UAB 1794,Yes,No,Principal Investigator
19-5080,No,No,Principal Investigator
METIS,No,No,Principal Investigator
IUSCC-0616 (1709077419),No,No,Sponsor-Investigator
IRB00092014,No,Yes,Sponsor
APA-PG1,No,No,Principal Investigator
26778919.3.0000.0072,No,No,Sponsor
HSM/VGH-2017-01-011AC,No,No,Principal Investigator
H2207-207-1346,No,No,Principal Investigator
CRM-BRE-002,No,No,Sponsor
BC-TATOO-2020,No,No,Sponsor
ICO-N-2018-03,No,No,Sponsor
20190511,No,No,Principal Investigator
RG1121659,Yes,No,Sponsor
17-AKD-186,No,No,Principal Investigator
Immuno2020-01,No,No,Principal Investigator
BGB-A317-ZW25-101,Yes,No,Sponsor
STUDY00011444,No,No,Principal Investigator
TQB3616-Ⅲ-02,No,No,Sponsor
ATOX-2018,No,No,Principal Investigator
A5481150,No,No,Sponsor
SHAW001,Yes,No,Principal Investigator
71306642-5/24,No,No,Principal Investigator
CETC 002,No,No,Principal Investigator
2021-0077,Yes,No,Sponsor
SYSA1501-CSP-005,No,No,Sponsor
00031569,No,No,Sponsor-Investigator
1028595,No,No,Sponsor
QoLMa,No,No,Sponsor-Investigator
CTPR-0015,No,Yes,Sponsor
FZPL-Ib-105,No,No,Sponsor
TDM of TAM,No,No,Principal Investigator
STUDY20110029,Yes,Yes,Sponsor-Investigator
ECP 250 - 15/16,No,No,Sponsor
CTR20220630,No,No,Principal Investigator
2022-001,,,Sponsor
REC 22/WA/0164,No,No,Principal Investigator
2019DEPO-TRIGGER001,No,No,Sponsor
OSU-16288,No,No,Principal Investigator
20.478.486,No,No,Principal Investigator
829400,No,No,Sponsor
J16146,No,No,Sponsor
2022-A02337-36,No,No,Sponsor
STUDY00001721,Yes,No,Sponsor
H19017,No,No,Sponsor
1100903,No,No,Principal Investigator
LAAVA2,No,No,Sponsor
BXu-1839,No,No,Principal Investigator
NABP201801,No,No,Sponsor
RG1121642,Yes,No,Sponsor
C-plus-Pairs,No,No,Principal Investigator
46.20 PAR ComEt CBM,No,No,Sponsor
URomLS_4,No,No,Principal Investigator
012418QM,No,No,Sponsor
R_ReLoCC,No,No,Sponsor
2020466,No,No,Principal Investigator
SYM011,No,No,Principal Investigator
2021-0031,No,Yes,Sponsor
16-0040-02,No,No,Sponsor
X4P-001-201,No,No,Sponsor
2022-008,No,No,Sponsor
2017-0479,No,No,Sponsor
SYSU-2022-01,No,No,Principal Investigator
SAKK 21/18,No,No,Sponsor
HelouEl,No,No,Sponsor-Investigator
2018/827,No,No,Sponsor
RWS-PEGCSF,No,No,Sponsor
736-19,No,No,Principal Investigator
198411013011,No,No,Principal Investigator
AP1907-50101,No,No,Principal Investigator
YOUNGBC-13,No,No,Sponsor-Investigator
2021-19,No,No,Principal Investigator
A5481170,Yes,No,Sponsor
RLY-5836-101,Yes,No,Sponsor
BRI-ROL-001,Yes,No,Sponsor
RP-PG-1214-20016,No,No,Principal Investigator
220287,No,No,Principal Investigator
PI17/01687,No,No,Principal Investigator
BCP-25,No,No,Sponsor-Investigator
20210312/2,No,No,Principal Investigator
2018-1518,No,No,Sponsor
EUBREAST-4,No,No,Sponsor
UCI 18-79 [HS# 2020-5660],Yes,No,Principal Investigator
ePOST,No,No,Sponsor
URCC16070,Yes,No,Principal Investigator
Shengjing-LJY06,No,No,Principal Investigator
Pro00105104,Yes,No,Principal Investigator
202210064DIPD,No,No,Sponsor
PERT.21.001,No,No,Sponsor
HCI140278,Yes,No,Sponsor
MedOPP068,No,No,Sponsor
69HCL17_0480,No,No,Sponsor
KCT003,No,Yes,Sponsor
SILMET_0107665,No,No,Sponsor-Investigator
S-20180134,No,No,Principal Investigator
241379,No,No,Principal Investigator
A5481158,,,Sponsor
2021/270,No,No,Principal Investigator
EUBREAST-11R,No,No,Sponsor-Investigator
202109031MIPD,No,No,Sponsor
00048814,No,No,Sponsor
JD-LK-2022-136-01,No,No,Sponsor
2017/12-SBO-GHMG,No,No,Sponsor
WSG-NIS04 / PROOFS,No,No,Sponsor
LYT-100-2020-01,Yes,No,Sponsor
SCHBCC-N023,No,No,Principal Investigator
2017-0328,No,No,Principal Investigator
2179 CE,No,No,Sponsor
Pro00117242,No,No,Principal Investigator
MC1937,No,No,Sponsor
2018-A03054-51,No,No,Sponsor
US-003,No,Yes,Sponsor
7119-002,Yes,No,Sponsor
21-169,No,Yes,Principal Investigator
2018-002,Yes,No,Sponsor
12345,No,No,Sponsor
GLSI-21-01,Yes,No,Sponsor
A221702,No,No,Sponsor
22-006606,No,Yes,Principal Investigator
CAPRICE,No,No,Sponsor
CT/2019/CANFLAX,No,No,Principal Investigator
20-754,No,No,Principal Investigator
URomLS-2019,No,No,Principal Investigator
2021-01-075,No,No,Principal Investigator
mavis20023,No,No,Principal Investigator
HiFi-APBI,No,No,Sponsor
Self-compassion FCR,No,No,Principal Investigator
20-010751,No,Yes,Principal Investigator
IJB-BC-TDM1BM-2016,No,No,Sponsor
1B-15-6,No,Yes,Sponsor
P018,Yes,No,Sponsor
QUILT 2021-1,No,No,Principal Investigator
2020-10/850,No,No,Principal Investigator
IEO 0758/,No,No,Sponsor
MC18C1,Yes,No,Sponsor
GN19ON381,No,No,Principal Investigator
CBYL719H12301,Yes,No,Sponsor
2021/03,No,No,Sponsor
WSG-AM11,No,No,Sponsor
2018-0528,No,No,Sponsor
1024489,No,No,Principal Investigator
OBI-822-011,Yes,Yes,Sponsor
CCR 5006,No,No,Sponsor
ICO-N-2018-12,No,No,Sponsor
20180349,,,Sponsor
MSCW2019,No,No,Principal Investigator
H-18016600,No,No,Principal Investigator
2020-12-044-012,No,No,Principal Investigator
IJB-PRINTEMPS-2022,No,No,Sponsor
NIS07075,No,No,Sponsor
HNCH-BC009,No,No,Principal Investigator
c5ZTCN100,Yes,No,Sponsor
CRO-2019-26,No,No,Sponsor
YM111146EF,No,No,Principal Investigator
AP2205-5015,No,No,Principal Investigator
LCCC1921,Yes,No,Sponsor
182113,No,No,Principal Investigator
EC /2018/0996,No,No,Sponsor
ICO_UCC_202001,No,No,Sponsor
19-008929,No,Yes,Sponsor
2018-172,No,No,Sponsor
19-578,Yes,No,Sponsor-Investigator
Ref. 070/2018,No,No,Sponsor
2021-04031,No,No,Principal Investigator
A211601,No,No,Sponsor
PSCI 21-045,No,No,Principal Investigator
22-4004,No,No,Principal Investigator
AC-TMSQ-2018,No,No,Principal Investigator
STU-2019-0769,Yes,No,Principal Investigator
R-2021-3203-005,No,No,Principal Investigator
CD07_TNBC,Yes,No,Sponsor
F16J16000620002,No,No,Sponsor
NUR20-0124CRYO,No,No,Principal Investigator
32551/09/2018,No,No,Principal Investigator
AAAS3402,No,No,Principal Investigator
2017-1535,Yes,No,Sponsor
HUM00208684,No,No,Principal Investigator
12341234,No,No,Principal Investigator
Mepitel RCT,No,No,Principal Investigator
ShandongCHI-07,No,No,Sponsor-Investigator
D8532C00005,No,No,Sponsor
CADEX-0001,No,No,Sponsor
ELIPSE (SOLTI-1905),Yes,No,Sponsor
VI-ISRP-026,No,Yes,Sponsor-Investigator
5652-18-SMC,No,No,Sponsor
İboelif22,No,No,Principal Investigator
FEMAL,No,No,Sponsor
20-30638,Yes,No,Sponsor
R.20.11.1099,No,No,Principal Investigator
IRB00074154,Yes,No,Sponsor
SMC 2021-05-045,No,No,Principal Investigator
CI-01022,No,No,Principal Investigator
SamsunU,No,No,Principal Investigator
ShandongCHI-18,No,No,Principal Investigator
JWCI OBCS WITH IORT,No,Yes,Principal Investigator
AAAT8915,No,Yes,Principal Investigator
20-513,No,No,Sponsor
IRB00313835,No,No,Sponsor
HE-202012,No,No,Principal Investigator
NCC201804007,No,No,Principal Investigator
110.01-2016-GES-0001,No,Yes,Sponsor
PREVENT,No,No,Sponsor-Investigator
QL-KPTB-150,No,No,Sponsor
REaCT-Hot Flashes Pilot,No,No,Sponsor
IRB00081356,Yes,No,Sponsor
VIL-HEQ-17-014,No,No,Principal Investigator
COMPLEMENT,Yes,No,Principal Investigator
DHLI-BC/OC-BE-001,No,No,Sponsor
GS18/107321,No,No,Sponsor
2019-003825-56,No,No,Sponsor-Investigator
80252,No,No,Principal Investigator
Exo-LCR,No,No,Sponsor
MCC-19117,Yes,No,Sponsor
EA1181,No,No,Sponsor
PAL-ZJCC-02,No,No,Sponsor
GCO 18-1832,Yes,No,Sponsor-Investigator
DS_v01,No,No,Principal Investigator
T06/024/21,No,No,Principal Investigator
ES,No,No,Principal Investigator
Study00145121,Yes,No,Sponsor-Investigator
STU 042018-083,No,Yes,Principal Investigator
AcuBreast 2020,No,No,Sponsor
4-2020-1093,No,No,Sponsor
A012103,No,No,Sponsor
HREBA.CC-22-0128,No,No,Sponsor
A191901,No,No,Sponsor
VICCBRE2257,Yes,No,Principal Investigator
HCI69515,Yes,No,Sponsor
TX05-03E,Yes,No,Sponsor
2019/639,No,No,Principal Investigator
GBG 107,No,No,Sponsor
CE-MRI&CESM in breast lesions,No,No,Principal Investigator
PBCST,No,No,Sponsor
NEODOC- 2021668610-221,No,No,Sponsor
9785-CL-0018,Yes,No,Sponsor
2021-03165,No,No,Sponsor
IRB202202679,No,No,Sponsor
Arise-FJ-B102,No,No,Sponsor
453190,No,No,Sponsor-Investigator
RenJiH-2018-038,No,No,Principal Investigator
202110124,No,No,Sponsor
MCC-21262,Yes,No,Sponsor
18-003544,Yes,No,Principal Investigator
CKRC2021-CCV,No,No,Sponsor-Investigator
BEXMET,No,No,Sponsor
PICC One Day 01 (ET15-123),No,No,Sponsor
IRB00049061,No,No,Sponsor
CP-13-001,No,Yes,Sponsor
SOLTI-1710,No,No,Sponsor
IJB-SYNERGY-012017,No,No,Sponsor
IRB00046759,No,Yes,Sponsor
18947,No,No,Principal Investigator
2021-A03027-34,No,No,Sponsor
IRB-44367,No,Yes,Sponsor
NEPA-17-05,Yes,No,Sponsor
SHR6390-III-303,No,No,Sponsor
I3Y-MC-B009,Yes,No,Sponsor
17/222,No,No,Sponsor
JCL2020,No,No,Sponsor
2022-761,No,No,Principal Investigator
19-302,No,Yes,Sponsor
BFH-BC,No,No,Principal Investigator
RT 1901,No,No,Sponsor
MC1732,No,Yes,Sponsor
ET19-084 - CICA-RT,No,No,Sponsor
A5481160,,,Sponsor
21623,No,No,Sponsor
CASE10116,No,No,Sponsor
2021/271,No,No,Principal Investigator
CASE5Y21,No,Yes,Sponsor
University in Zielona Gora,No,No,Principal Investigator
T148/2020,No,No,Sponsor
ICO-2019-16,No,No,Sponsor
ISI dV SP - NSM-01,No,Yes,Sponsor
ATOPE18,No,No,Principal Investigator
ChungnamNU.J1,No,No,Principal Investigator
EC/2017/1261,No,No,Sponsor
M21REO,No,No,Principal Investigator
EORTC-2129-BCG,No,No,Sponsor
22-001501,No,No,Sponsor
NCI-2021-11793,Yes,No,Sponsor
ET19-283,No,No,Sponsor
2019-4433,No,No,Sponsor
THERMOEDEME,No,No,Sponsor
C3621001,Yes,No,Sponsor
LSB-12345,No,Yes,Sponsor
108511,No,No,Sponsor-Investigator
202101421A0,No,Yes,Principal Investigator
960-CSP-USA_DenseBreasts_USS1,No,Yes,Sponsor
PROICM 2018-09 BSA,No,No,Sponsor
211521,No,No,Principal Investigator
BC-P30(FZQ),No,No,Principal Investigator
2017-0672,Yes,No,Sponsor
2019-4432,No,No,Sponsor
22-508,Yes,Yes,Principal Investigator
NCC2021-0335,No,No,Principal Investigator
LET,Yes,No,Principal Investigator
Pectoral nerve block in breast,No,No,Principal Investigator
TNBC,No,No,Principal Investigator
NU 18B05,Yes,No,Sponsor
20476,No,No,Principal Investigator
ICRCTSU/2019/10068,Yes,No,Sponsor
EU001,No,No,Sponsor
2018-63,No,No,Sponsor
2020-06245,No,No,Sponsor
18-168,No,No,Principal Investigator
2021-A01407-34,No,No,Sponsor
soh-Med-21-02-05,No,No,Principal Investigator
CIMPAX BREAST,No,No,Principal Investigator
YOUNGBC-20,No,No,Principal Investigator
18D.003,No,No,Sponsor
20-002505,No,Yes,Principal Investigator
XianganHXiamenU,No,No,Sponsor-Investigator
YOUNGBC-21,No,No,Principal Investigator
201900572,No,No,Principal Investigator
MEDOPP459,No,No,Sponsor
MedOPP485,No,No,Sponsor
09.2019.866,No,No,Sponsor
A5481128,,,Sponsor
YOUNGBC-3,No,No,Principal Investigator
020-008,Yes,No,Sponsor
YOUNGBC-14,No,No,Principal Investigator
LQiao,No,No,Principal Investigator
2021157,No,No,Sponsor
2020-KY-051,No,No,Principal Investigator
YOUNGBC-25,No,No,Principal Investigator
Shengjing-LCG011,No,No,Principal Investigator
BC-09374,No,No,Sponsor
2021-02902,No,No,Sponsor
GCO 19-0477,Yes,No,Principal Investigator
202100318,No,No,Principal Investigator
19-458,No,No,Sponsor
S1904,No,No,Sponsor
Seno_Ex_MAC 003,No,No,Sponsor
E2018210,No,No,Sponsor
CL(3204),No,No,Principal Investigator
211-2018,No,No,Principal Investigator
J17120,No,No,Sponsor
AAAO1760,No,No,Principal Investigator
1712078374,No,Yes,Sponsor
D17168,No,No,Principal Investigator
ShandongCHI-14,No,No,Principal Investigator
2020-KY-007,No,No,Principal Investigator
DELFINO trial,No,No,Sponsor
PRISMA,No,No,Sponsor
3125001,No,No,Sponsor
ShandongCHI-16,Yes,No,Principal Investigator
ERAS-ABR,No,No,Principal Investigator
ProFertil,No,No,Sponsor-Investigator
MEDOPP240,No,No,Sponsor
TQB3616-I-0001,No,No,Sponsor
7964,No,No,Sponsor
BreastIls-1605,No,No,Sponsor
18-00309,Yes,No,Sponsor
2005P002282,No,No,Principal Investigator
2023-9333,No,No,Principal Investigator
STUDY00020501,No,No,Principal Investigator
[2016]124,No,No,Sponsor-Investigator
IIT2018-04-MCARTHUR-NEOHP,Yes,No,Principal Investigator
MCP Study,No,No,Principal Investigator
STUDY00000194,Yes,No,Principal Investigator
mastectomy coverage formula 20,No,No,Principal Investigator
SIB2232,No,No,Sponsor
KC19EEDT0031,No,No,Principal Investigator
22-008,Yes,No,Sponsor-Investigator
1807188-16,No,No,Principal Investigator
OSU-20429,Yes,No,Principal Investigator
2020/295,No,No,Principal Investigator
SunYatsenU2H-LQ4,No,No,Principal Investigator
Phaon1,No,No,Sponsor
SUGBG-2021002,No,No,Principal Investigator
S2018-2450-0001,No,No,Principal Investigator
IIT-0016,No,No,Sponsor
N.sativavsRID BreastCancerpt.,No,No,Principal Investigator
00130272,No,No,Principal Investigator
URCC-18007,Yes,No,Principal Investigator
jcl2020-2 breast cancer,No,No,Sponsor
OP-1250-003,Yes,No,Sponsor
17-001546,,,Principal Investigator
38285020.8.0000.0072,No,No,Principal Investigator
TMP-0315-2018,No,No,Sponsor-Investigator
21-3117.cc,Yes,No,Sponsor
IRB00103558,No,No,Principal Investigator
ICOnnectat-BC,No,No,Principal Investigator
C3441038,Yes,No,Sponsor
20-028,Yes,No,Principal Investigator
ICO-2021-36,No,No,Sponsor
STU-2022-0091,No,Yes,Sponsor-Investigator
2021-0048-B,No,No,Sponsor
Breastblock,No,No,Principal Investigator
OMS-I141 (KEYNOTE-890),Yes,Yes,Sponsor
L424,No,No,Principal Investigator
BHP0111,No,No,Principal Investigator
18-001926,No,No,Sponsor
20CX6399,No,No,Sponsor
REDHEMOPACH,No,No,Principal Investigator
PMC_TTAC-0001_06 / KEYNOTE-C14,No,No,Sponsor
INSPIRE-001,No,No,Sponsor
STUDY00149312,Yes,No,Sponsor
IIT2021-10-Giuliano-OmitRT,No,No,Sponsor-Investigator
VICCBRE2256,Yes,No,Sponsor-Investigator
Patient reported outcome,No,No,Sponsor
EAZ171,Yes,No,Sponsor
2017/62,No,No,Principal Investigator
17-001864,No,Yes,Sponsor
SCHBCC-N031,No,No,Sponsor
20429001,No,No,Sponsor
2000020335,No,No,Sponsor
KN026-CHN-001,No,No,Sponsor
Pro00103527,No,No,Sponsor
21-374,No,No,Sponsor
CBCRP 23AB-1400,No,No,Sponsor
MC02/04/19,No,No,Sponsor
EJERDIETLINF,No,No,Sponsor
22-5074,No,No,Sponsor
STUDY00018789,No,Yes,Principal Investigator
SCHBCC-SOAPET,No,No,Principal Investigator
3212,No,No,Principal Investigator
ATADEK-2022/08/20,No,No,Principal Investigator
2018-06,No,No,Principal Investigator
OBU-BC-Ⅱ-077,No,No,Principal Investigator
RG1005296,Yes,No,Sponsor
B7391012,,,Sponsor
ONCO-FIRE,No,No,Sponsor
2021-01534,No,No,Sponsor
RD19/123502,No,No,Principal Investigator
091-19,No,No,Principal Investigator
PR139/21,No,No,Principal Investigator
2021.341,No,No,Principal Investigator
17-361,No,No,Principal Investigator
PPMP_INO,No,No,Principal Investigator
Overcome project,No,No,Principal Investigator
DS8201-A-A103,No,No,Sponsor
Xiangan Hospital of XMU,Yes,No,Sponsor
OBU-BJ-BB-BC-II-007,No,No,Principal Investigator
NU 21B01,No,Yes,Sponsor
COOL-CLIN-2022-01,No,Yes,Sponsor
110.01-2018-GES-0001,No,Yes,Sponsor
NURS-IIR-IUSCCC-0748,No,No,Principal Investigator
2020-1243,No,No,Principal Investigator
OSU-19085,Yes,No,Principal Investigator
SYSUCC-012,No,No,Principal Investigator
IMPACTT,No,No,Sponsor
UUBreast01,Yes,No,Principal Investigator
1/2020,No,No,Principal Investigator
CBBCT2018CIH,No,No,Sponsor
30-225 ex 17/18,No,No,Sponsor
ITSligo SG,No,No,Sponsor
STUDY00003067,No,No,Sponsor-Investigator
850366,No,No,Principal Investigator
PROICM 2019-02 PRA,No,No,Sponsor
060021-HMO-CTIL,No,No,Principal Investigator
2018/13,No,No,Sponsor
A095053,No,No,Principal Investigator
202302077,No,No,Sponsor
MC210301,No,No,Sponsor
Yunwei Wei 2019-09-12,Yes,No,Sponsor
2.510.081,No,No,Principal Investigator
K170702J,No,No,Sponsor
GX-I7-CA-006,No,No,Sponsor
R17137,No,No,Sponsor
2021-395,No,No,Principal Investigator
IC 2018-09,No,No,Sponsor
NeoCAT,No,No,Principal Investigator
AAAR9515,No,Yes,Principal Investigator
2019-01395CE3508,No,No,Sponsor
RG1007463,Yes,No,Sponsor
PA191001001,No,No,Principal Investigator
18070604,Yes,No,Principal Investigator
1613494-3,No,No,Sponsor
2021198-1,No,No,Sponsor
PROTOCOL-M7-037,No,No,Sponsor
201801105,Yes,No,Sponsor
202004120MINB,No,No,Sponsor
CHIR-05-IMTAD,No,No,Sponsor
EAQ201,No,No,Sponsor
STUDY00001356,No,No,Principal Investigator
PANTHERA,No,No,Sponsor
IC 2020-04,No,No,Sponsor
Remimazolam_recovery,No,No,Principal Investigator
BIOC-046,No,No,Sponsor
RECHMPL21_0525,No,No,Sponsor
2022037,No,No,Sponsor
Q122-2001,Yes,No,Sponsor
S64410,No,No,Sponsor
MC1689,Yes,No,Sponsor
2017C0165,No,No,Principal Investigator
2017-0301,No,No,Sponsor
S59396,No,No,Principal Investigator
1105/18,No,No,Principal Investigator
RFID,No,No,Sponsor
SP11631,No,No,Sponsor
EKNZ 2015-026,No,No,Sponsor
5505,No,No,Sponsor
H-37314,No,No,Sponsor
852666,No,No,Sponsor
Three birds with one stone,No,No,Sponsor
XZP-3287-1001,No,No,Sponsor
I 56617,No,No,Sponsor
TAK-676-1003,Yes,No,Sponsor
STUDY00022229,Yes,No,Principal Investigator
CR108557,No,No,Sponsor
FMP-2020-01-TIP,No,No,Sponsor
UPCC 25920,No,No,Sponsor
MEDOPP243,No,No,Sponsor
4901,No,No,Sponsor-Investigator
22-269,No,Yes,Principal Investigator
2016-051-000001- 1731,No,No,Principal Investigator
Yvonne Wengstrom,No,No,Principal Investigator
4-2019-0795,No,No,Sponsor
None yet,No,No,Sponsor
REaCT-Hold BMA,No,No,Sponsor
20180569-01H,No,No,Principal Investigator
2020-0761,No,No,Principal Investigator
202005217,No,No,Sponsor
Abbreviated Breast MRI,No,No,Principal Investigator
SBI-CIP 20-002,Yes,No,Sponsor
DS8201-A-U106,Yes,No,Sponsor
A2018-002,No,No,Principal Investigator
STUDY00016221,No,No,Principal Investigator
2669,No,No,Principal Investigator
PR275/20,No,No,Principal Investigator
X-PACT 101,Yes,Yes,Sponsor
SHF-WBI,No,No,Principal Investigator
MCC-20257,No,No,Sponsor
19-07020531,No,Yes,Sponsor
DS8201-A-U105,Yes,No,Sponsor
NAUTILUS study,No,No,Sponsor
BrUOG 387,Yes,No,Sponsor
Instituto Nacional do Câncer,No,Yes,Principal Investigator
HP-LY-CL-2063,No,No,Sponsor
2008222-12,No,No,Sponsor
2019-0837-002,No,No,Principal Investigator
9785,No,Yes,Sponsor
BCP24,No,No,Principal Investigator
IRB00083573,Yes,No,Sponsor
CCR5199,No,No,Sponsor
HVST-HEMO-20,No,No,Sponsor
1708018471,No,No,Sponsor
APBI Registry,No,No,Sponsor
STUDY00019979,No,No,Principal Investigator
109489,No,No,Principal Investigator
IIT2019-14-SHIRAZIP-SWEAT,No,No,Sponsor-Investigator
SGNTUC-019,Yes,No,Sponsor
EORTC-1984-BCG,No,No,Sponsor
H-43277,No,Yes,Sponsor
Oncolact2020,No,No,Sponsor
OE20/2020,No,No,Principal Investigator
GNC-035-101（V1.1）,No,No,Sponsor
2022-0880,No,No,Sponsor
ABCB1 in Paclitaxel Neuropathy,No,No,Principal Investigator
ACT16432,Yes,No,Sponsor
AAAT8817,No,No,Principal Investigator
19-07020533,No,Yes,Sponsor
PSIBBR,No,No,Principal Investigator
THRIVORSBH-01,No,No,Principal Investigator
20190516,No,No,Principal Investigator
RECHMPL20_0614,No,No,Sponsor
NNF19OC0057928,No,No,Principal Investigator
RD19/121361,No,No,Sponsor
BRAVEHeartV1,No,No,Sponsor
R/19.08.578,No,No,Principal Investigator
DHP107_Bioimaging,No,No,Principal Investigator
18-5029,No,No,Sponsor
201902048MINC,No,No,Sponsor
050811,Yes,No,Sponsor
0594,No,No,Principal Investigator
APHP201173,No,No,Sponsor
2019-001,No,No,Sponsor
19-315,No,No,Sponsor
UMCC 2019.125,Yes,No,Sponsor
2022P000354,No,No,Principal Investigator
SB-2101,No,No,Sponsor
00001137,No,No,Sponsor
2017/2805,No,No,Sponsor
C3661001,Yes,No,Sponsor
4-2020-0430,No,No,Sponsor
N16PRB,No,No,Sponsor
CASE10119,No,No,Sponsor
21-012300,No,No,Sponsor
Breast MRI,,,Principal Investigator
KY-Q-2021-182,No,No,Sponsor
DOLPHIN,No,No,Principal Investigator
METC20-099,No,No,Sponsor
D8534C00001,Yes,No,Sponsor
NUV-422-03,Yes,No,Sponsor
CLEE011ARU01,,,Sponsor
FIS-APBI-2019-02,No,No,Sponsor
17/0774,No,No,Sponsor
OSU-18094,No,Yes,Principal Investigator
21-3100.cc,No,No,Sponsor
10840098-604.01.01-E.184,No,No,Sponsor
Breast Cancer Chemotherapy,No,No,Sponsor
STUDY02001039,No,No,Principal Investigator
CSCS,No,No,Principal Investigator
2020/6422,No,No,Principal Investigator
2022-0150,No,No,Sponsor
2007-0003,Yes,No,Sponsor
2-028-22,No,No,Sponsor
CASE2119,No,Yes,Sponsor
GEN-602-CT-101,Yes,No,Sponsor
STUDY00000228,Yes,No,Sponsor
PRESIONA20,No,No,Principal Investigator
IPAC,No,No,Sponsor
CASE5122,No,No,Sponsor
CTMS# 18-0135,No,No,Sponsor
3734,No,No,Principal Investigator
6077,No,No,Sponsor
2022LS100,No,No,Sponsor
STX-478-101,Yes,No,Sponsor
18-486,No,Yes,Sponsor
2019-02661,No,No,Sponsor
110181,No,No,Principal Investigator
IRB-55153,No,Yes,Principal Investigator
GS3,No,No,Sponsor
20953,Yes,No,Sponsor-Investigator
QT MG PRE Phase 1,No,Yes,Sponsor
MC1932,Yes,No,Principal Investigator
2018-A011828-47,No,No,Sponsor
EXPLLN21-01,No,No,Sponsor
22-457,Yes,No,Principal Investigator
GW10029,No,No,Sponsor
GCC1950,Yes,No,Sponsor
2020-0501,No,No,Sponsor
Erector block after mastectomy,No,No,Principal Investigator
2021-0025,No,Yes,Sponsor
HCI148669,No,Yes,Sponsor
CBYL719CKR01,,,Sponsor
21/59848,No,No,Principal Investigator
221-005,No,No,Sponsor
RECHMPL20_0005-UF7919,No,No,Sponsor
P.T.REC/012/002615,No,No,Principal Investigator
INT31/19,No,No,Principal Investigator
Telerehab CH Usability,No,No,Sponsor
ICO-N-2018-15,No,No,Sponsor
B00394,No,No,Sponsor
CKMW-1801,No,No,Principal Investigator
EGC101,Yes,No,Sponsor
69HCL20_1018,No,No,Sponsor
300.08-2018-Samsungmedison-S,No,No,Sponsor
ICO-A-2020-10,No,No,Sponsor
INT157/17,No,No,Principal Investigator
13155,No,Yes,Sponsor
BO40933,Yes,No,Sponsor
IRB20-0528,No,No,Sponsor
2018-0345-1105,No,No,Principal Investigator
NL67696.068.18,No,No,Sponsor
UW17032,No,Yes,Sponsor
MedOPP321,No,No,Sponsor
RECHMPL21_0379,No,No,Sponsor
2017-8737,No,No,Sponsor
IRB-53132,No,No,Principal Investigator
AP2204-50104,No,No,Principal Investigator
5160378,No,No,Sponsor
R.21.11.1523,No,No,Principal Investigator
CYP003,Yes,No,Sponsor
315581,No,No,Sponsor
2022000438,No,Yes,Sponsor
CTB in Breast surgery,No,No,Principal Investigator
RS1307/20,No,No,Sponsor
H-18041465,No,No,Principal Investigator
RIS42756,No,No,Principal Investigator
18-294,No,No,Sponsor
YH32367-101,No,No,Sponsor
HP-00088085,No,Yes,Principal Investigator
2020-0974,No,No,Sponsor
2021.127,No,No,Principal Investigator
ShantouCH,No,No,Principal Investigator
HYACOM,No,No,Sponsor
NL82061.096.22,No,No,Principal Investigator
36264PR116/2/23,No,No,Principal Investigator
MCC-20335,No,Yes,Sponsor
00101494,No,No,Principal Investigator
ETK00-2020-0103,No,No,Principal Investigator
DIVA-001,No,Yes,Sponsor
PRO00030436,No,No,Principal Investigator
JS2021-6-1,No,No,Principal Investigator
20180335,No,Yes,Sponsor
DRBX201901/PRO,No,No,Sponsor
21-04,No,No,Sponsor
A221505,No,No,Sponsor
UC-0107/1803,No,No,Sponsor
SHS-An-1-2022,No,No,Sponsor
R01CA249419,No,No,Principal Investigator
STU 072016-058,Yes,No,Principal Investigator
22-0241,No,No,Principal Investigator
DS1103-074,Yes,No,Sponsor
NEUROTOX,Yes,No,Principal Investigator
Biofeedback_based_music,No,No,Principal Investigator
IRB-21-28,No,No,Principal Investigator
BREAST-Pyrotinib,No,No,Principal Investigator
ELEGANT - ET18-262,No,No,Sponsor
A5481065,No,,Sponsor
L19-065,Yes,No,Sponsor
HP-00068503,No,No,Principal Investigator
TQB211-III-01,No,No,Sponsor
AP2110-30111,No,No,Principal Investigator
IRB202101449,No,No,Sponsor
NL72808.068.20,No,No,Sponsor
IIT2021-01-Shiao-CSF1Ri,Yes,No,Sponsor-Investigator
WHITE TEA,No,No,Sponsor
R17096,No,No,Principal Investigator
2017/15,No,No,Sponsor
A222101,No,No,Sponsor
AP2014-50103,No,No,Sponsor-Investigator
DMT-2015.002,No,Yes,Sponsor
21-318,No,No,Sponsor
KY2019,No,No,Principal Investigator
S61864,No,Yes,Sponsor
IRAS 283017,No,No,Sponsor
BXU572940,Yes,No,Sponsor
62/19-06-18,No,No,Principal Investigator
ZUH-MICB-UMPR,No,No,Sponsor
20/WS/0110,No,No,Sponsor
RG1007834,Yes,No,Principal Investigator
KCT001,No,Yes,Sponsor
HE641269,No,No,Principal Investigator
AIUR trial,No,No,Sponsor-Investigator
ATADEK 2021-14/18,No,No,Principal Investigator
S-20200094,No,No,Principal Investigator
LBS-CA-PTL-033,No,Yes,Sponsor
19-665,No,Yes,Principal Investigator
RECHMPL18_0244,No,No,Sponsor
TBio-4101-001,Yes,No,Sponsor
UCCS19102,No,No,Principal Investigator
UCCS20127,No,No,Principal Investigator
U21-08-4519,No,No,Sponsor
