ID,title,actual_duration,status,study_type,observational_study_model,target_duration,sampling_method,fda_regulated_drug,fda_regulated_device,enrollment_count
D9673R00011,Prevalence and Clinicopathologic Features of Different HER2 Level in Chinese Breast Cancer Patients,1.263013698630137,Recruiting,Observational,Cohort,,Probability Sample,No,No,3200
FLA 18-057,Effects of Bariatric Surgery on Breast Density Improvement and Impact on Breast Cancer Risk in Severe Obese Patients,2.8547945205479452,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,35
HERdi PREDICT,A Study to Measure the Expression of the HER2-HER3 Dimer in Tumour and Blood (Exosomes) Samples From Patients With HER2 Positive Breast Cancer Receiving HER2 Targeted Therapies,3.4493150684931506,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,40
IAyas2,The Validity and Reliability of FIT-HaNSA in Breast Cancer Patients,1.5808219178082192,Unknown status,Observational,Case-Control,,Non-Probability Sample,No,No,30
A5481176,A Retrospective Non-interventional Study of Breast Cancer Patients Diagnosed With HR+/HER2- Locally Advanced or Metastatic Breast Cancer Treated With Palbociclib in Denmark,0.4328767123287671,Completed,Observational,Cohort,,Non-Probability Sample,,,1
20210312,Personalized Evidence-based Treatment in Patients With Invasive Breast Cancer,0.24657534246575347,Unknown status,Observational,Cohort,,Probability Sample,No,No,3000
Sentinel lymph node biopsy,Oncologic Safety of Sentinel Lymph Node Biopsy in Clinically Palpable Axillary Lymph Node in Breast Cancer Patients,2.0794520547945208,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,40
SOC.04/20-21,Breast Screening Atypia and Subsequent Development of Cancer in England,0.9972602739726029,Enrolling by invitation,Observational,Cohort,,Probability Sample,No,No,3000
oddie2,Artificial Intelligence for breaST canceR scrEening in mAMmography (AI-STREAM),3.9150684931506854,Recruiting,Observational,Cohort,,Probability Sample,No,No,32714
FMASU R61/2020,Knowledge and Perception of Clinical Trial Participation in Breast Cancer Patients in Egypt,0.36712328767123287,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,300
18-109,A Study of Flibanserin in Breast Cancer Survivors on Tamoxifen or Aromatase Inhibitors,4.967123287671233,Recruiting,Observational,Cohort,,Probability Sample,No,No,42
BRAR1,of Androgen Receptor Expression in Breast Cancer With or Without BRCA Mutation,3.504109589041096,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,112
IRB16-0396,"Accurate, Rapid and Inexpensive MRI Protocol for Breast Cancer Screening",0.9917808219178084,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
Emotional security&mastectomy,Emotional Security and Quality of Life Among Breast Cancer Patient Who Have Undergo Mastectomy,0.5835616438356165,Unknown status,Observational,Case-Only,,Non-Probability Sample,No,No,143
18ON009,Developing a Diagnostic Tool to Predict Response to Chemotherapy,1.5643835616438355,Unknown status,Observational,Cohort,,Probability Sample,No,No,4750
A5481115,Real-world Treatment Patterns of Endocrine Based Therapy Among Patients With Hormone Receptor-positive/Human Epidermal Growth Factor Receptor-2-negative (HR+/HER2-) Advanced Breast Cancer: An Analysis of Administrative Claims Data in Japan,4.252054794520548,Recruiting,Observational,Cohort,,Non-Probability Sample,,,1
Breast Audit,The Characteristics and Risk Factors of Breast Cancer Patients Trend Distinctive Regional Differences: a Cross-sectional Study,0.16986301369863013,Completed,Observational,Other,,Non-Probability Sample,No,No,690
MRI in breast cancer,Breast MRI in Evaluation of Pathologic Response in Patients With Breast Cancer With Neoadjuvent Chemotherapy,2.589041095890411,Not yet recruiting,Observational,Other,,Non-Probability Sample,No,No,45
20210601,Gut Microbiome Components Predict Response to Neoadjuvant Therapy in HER2-positive Breast Cancer Patients : A Prospective Study,2.9205479452054797,Recruiting,Observational,Cohort,3 Years,Non-Probability Sample,No,No,100
IRB-2022-166,"Effect of Zoledronic Acid Treatment on Bone-related Events in Breast Cancer Patients With Bone Metastases: a Prospective, Multicenter, Real-world Study",4.586301369863014,Not yet recruiting,Observational,Other,,Non-Probability Sample,No,No,1000
2490,Characterization of Extracellular Vesicles in Breast Cancer Patients,2.750684931506849,Recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,105
Cardiac safety study,Evaluation of Heart Function in Breast Cancer Patients Using Trastuzumab,2.4904109589041097,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,30
69HCL18_0310,Descriptive Observational Study of the Evolution of the Lifestyle Alteration in Patients With Breast Cancer,1.895890410958904,Completed,Observational,Cohort,,Non-Probability Sample,No,No,32
2004-261-112,Neoadjuvant Chemotherapy Response in Metaplastic Carcinoma of Triple Negative Breast Cancer,0.20821917808219179,Terminated,Observational,Cohort,2 Years,Non-Probability Sample,No,No,3
APHP190505,Circulating Fetal Cells and Breast Cancer,3.9671232876712335,"Active, not recruiting",Observational,Case-Control,,Probability Sample,No,No,80
21-3576.cc,Interpretations and Predictions of Patient Reported Outcomes by Breast Cancer Patients,3.9260273972602744,Recruiting,Observational,Cohort,,Probability Sample,No,No,50
22-280,Observational Study of Bone Complications in People With Post-menopausal Breast Cancer Who Have Stopped Treatment With Denosumab and Aromatase Inhibitors,2.0027397260273974,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,100
BakircayU,Factors Affecting Functionality in Breast Cancer Survivors,1.789041095890411,Completed,Observational,Cohort,,Non-Probability Sample,No,No,111
SGK-SFC-001,Susan G. Komens ShareForCures,9.964383561643835,Enrolling by invitation,Observational,Other,10 Years,Non-Probability Sample,No,No,200000
MO39485,"A Study to Describe the Diagnosis, Anti-Cancer Treatment and Clinical Outcome in Patients With Newly Diagnosed Breast Cancer in Latin America",5.772602739726027,"Active, not recruiting",Observational,Cohort,,Probability Sample,,,2907
SOC.03/20-21,"English Mammography Screening Outcomes by Age, Frequency and Test Threshold",2.9945205479452053,Enrolling by invitation,Observational,Cohort,,Probability Sample,No,No,10000000
M2020 UK01,Breath Test to Predict Breast Cancer and Outcome of Mammography,2.0000000000000004,Unknown status,Observational,Other,,Probability Sample,No,No,1000
TRA05-GEFPICS,Concordance of the IHC4 Score Performed in Local or Central Laboratory to Endopredict in ER+/HER2- Breast Cancer,3.1835616438356165,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,155
BCP28,CT-based Radiomics of ALN pCR (ypN0) in Breast Cancer Undergoing NAC,2.1616438356164385,Recruiting,Observational,Cohort,,Probability Sample,No,No,218
LY2022-028-B,Pre-operative Therapy in Breast Cancer,8.005479452054795,Recruiting,Observational,Cohort,,Probability Sample,No,No,488
ATADEK-2021/14/16,Breast Cancer and Kinesiophobia and Physical Activity,0.7863013698630137,Completed,Observational,Case-Control,,Probability Sample,No,No,180
2018-9567,Pilot Study Assessing the Effect of Cyclin-dependent Kinase 4/6 Inhibitors on Body Composition in Patients With ER+/HER2- Metastatic Breast Cancer,6.901369863013699,Recruiting,Observational,Other,,Non-Probability Sample,No,No,20
MD.21.09.521.R,The Significance of Radiologically Detected Intramammary Lymph Nodes in Prediction of Axillary Lymph Nodes Status in Breast Cancer Patients,1.4684931506849315,"Active, not recruiting",Observational,Other,6 Months,Probability Sample,No,No,30
FISH in breast cancer,Partial PTEN Deletion in Breast Cancer,3.249315068493151,Not yet recruiting,Observational,Case-Control,,Non-Probability Sample,No,No,40
CSPC-DMS-BC-13,Pegylated Liposomal Doxorubicin or Epirubicin in Neoadjuvant or Adjuvant Chemotherapy for Breast Cancer.,0.8191780821917808,Completed,Observational,Case-Control,,Non-Probability Sample,No,No,1213
201819010.4,Study of CYP2C19 and ALDH3A1 Polymorphisms in Breast Cancer Patients,0.25205479452054796,Unknown status,Observational,Cohort,,Non-Probability Sample,Yes,No,100
2018NTLS176,Assessment of Complete Pathologic Response After Neoadjuvant Chemotherapy for Breast Cancer,5.405479452054794,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,40
PANONC-1 Version: 1.1,Neoadjuvant Treatment of Breast Cancer,9.758904109589041,Not yet recruiting,Observational,Cohort,10 Years,Non-Probability Sample,Yes,No,300
AB-MR for Second Breast Cancer,Abbreviated Breast MRI for Second Breast Cancer Detection in Women With BRCA Mutation Testing,4.087671232876713,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,1564
2019/FO244363,Long-term Effects of Breast Cancer Treatment,3.0,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,4000
18-058,"Exercise, Fitness and Tumor Profiling in Breast Cancer Patients",5.920547945205479,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,42
KYJJ-2021-186,Evaluation of Treatment Efficacy by Circulating Tumor Cell Phenotype Surveillance in Breast Cancer Patients,10.008219178082191,Recruiting,Observational,Cohort,,Non-Probability Sample,No,Yes,1000
BCSCO003,Patterns of Breast Cancer Management and Prognosis of Breast Cancer in China,6.243835616438356,Not yet recruiting,Observational,Cohort,,Non-Probability Sample,No,No,20000
DSCN-EHT-NIS-BC001,A Study to Describe the Real-world Treatment Patterns and Associated Outcomes in Patients of China With HER2-positive Unresectable or Metastatic Breast Cancer,0.21095890410958903,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,1000
GEICAM/2016-03,Long-Term Follow-up Study of Early Stage Breast Cancer Patients Included in GEICAM Studies,29.972602739726028,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,8000
Breast Screening with DWI,Breast Cancer Screening With Diffusion-weighted MRI in Women at High Risk for Breast Cancer,3.665753424657534,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,890
21-183,"Use of Sentinel Lymph Node Biopsy in Patients With Early-Stage, Palpable Node-Positive HR+/HER2- Breast Cancer Having Upfront Surgery and Adjuvant Radiation",2.9506849315068493,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,78
ICO-2019-03,Bringing of PET-TDM FDG in the Determination of the Characteristics of Primary Mammary Tumors TrIple Negatives,4.967123287671233,"Active, not recruiting",Observational,Cohort,,Non-Probability Sample,No,No,132
Soh-Med-23-01-07,Prognostic Value of Some Biochemical Markers in Breast Cancer,0.8301369863013699,Not yet recruiting,Observational,Case-Only,,Probability Sample,No,No,90
Breast Cancer Screening,Diffusion-Weighted MRI for Breast Cancer Screening in Women With a Personal History of Breast Cancer,3.421917808219178,Not yet recruiting,Observational,Cohort,1 Year,Non-Probability Sample,No,No,1694
A5481144,HR+/ HER2- Advanced/ Metastatic Breast Cancer Real World Treatment Patterns and Outcomes,1.2383561643835617,Terminated,Observational,Cohort,,Non-Probability Sample,,,975
D133FR00138,ALEXANDRIA Study Egypt,2.241095890410959,Completed,Observational,Other,18 Months,Non-Probability Sample,,No,436
grid.412416.4,The Role of Interleukin-7 Serum Level as Biological Marker in Breast Cancer,1.5424657534246575,Completed,Observational,Other,,Probability Sample,No,No,275
intestinal flora study,A Study of Diarrhea and Intestinal Flora Changes Caused by Pyrotinib in Breast Cancer,1.9479452054794524,Recruiting,Observational,Case-Only,,Non-Probability Sample,No,No,50
ML42450,"Real-World Data on Clinical Characteristics, Demographics, and Outcomes of Patients With Metastatic Breast Cancer in Turkey",1.3808219178082193,Completed,Observational,Cohort,,Probability Sample,No,No,1331
2018-09-007A,Research on the Heterogeneity of Taiwanese Breast Cancer Patients by Next Generation Sequencing (NGS) Tools,7.778082191780823,Recruiting,Observational,Cohort,,Probability Sample,No,No,1875
Microbiome_BC&PnC,Intestinal Microbiota Impact for Prognosis and Treatment Outcomes in Early Luminal Breast Cancer and Pancreatic Cancer Patients,3.2246575342465755,Recruiting,Observational,Cohort,,Probability Sample,No,No,35
R148/2021,TIL Relation to pCR After Neoadjuvant Therapy in Breast Cancer Patients,1.106849315068493,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,270
NACAGEP,"Gene Expression Profiling to Help Define the Need for Neo-Adjuvant Chemotherapy in HR+, HER- Breast Cancer Patients",2.0027397260273974,Recruiting,Observational,Other,,Non-Probability Sample,No,No,20
2017MayPR898,A Communication Skills Package to Prevent Fear of Cancer Recurrence,1.4191780821917808,Unknown status,Observational,Cohort,,Probability Sample,No,No,74
NCC 2019-0098,Life Style Modification for Breast Canccer Survivors Using Mobile App-based Human Coaching Program,3.1315068493150684,Completed,Observational,Case-Only,,Probability Sample,No,No,130
A5481155,"Patient Characteristics, Treatment Patterns, and Clinical Outcomes in Patients Diagnosed With HR+/HER2 Advanced/Metastatic Breast Cancer on Palbociclib + Aromatase Inhibitor (AI) Combination Therapy",0.5041095890410959,Completed,Observational,Cohort,,Non-Probability Sample,,,242
APHP191059,BIOPSY SCANNER LLTECH© Technology for Diagnosis of Breast Cancer,1.3835616438356164,Unknown status,Observational,Cohort,,Non-Probability Sample,No,No,204
PUMCH-MUSD,A Comparative Study of Mammography and Ultrasound for Breast Cancer Screening and Early Diagnosis,2.96986301369863,Recruiting,Observational,Cohort,,Probability Sample,No,No,6000
2020-08-06R,Early Detection of CMP in Patients With Breast Cancer Using Cardiac Magnetic Resonance,2.8383561643835615,Recruiting,Observational,Cohort,,Probability Sample,No,No,300
COV-19 BUMDC,COVID-19 Pandemic: Effect on Management of Patients With Breast Cancer,1.084931506849315,Completed,Observational,Case-Only,18 Months,Non-Probability Sample,No,No,87
2020-A01423-36,Evaluation of a Plasma Protein Profile as a Predictive Biomarker for Metastatic Relapse in Triple Negative Breast Cancer Patients,8.956164383561644,Recruiting,Observational,Cohort,,Probability Sample,No,No,90
C3441055,Treatment Patterns and Clinical Outcomes Among Talazoparib-Treated Adults With HER2-Negative mBC With gBRCA1/2m,0.5342465753424658,Completed,Observational,Cohort,,Non-Probability Sample,Yes,No,40
CRF-NHI01,Real-world Clinical Benefit Evaluation in Breast Cancer Patients With Pharmaceutical Interventions for Cancer-related Fatigue,2.3123287671232875,Recruiting,Observational,Cohort,,Non-Probability Sample,No,No,200
PRO00034502,Tell us Your Food Story,1.1397260273972603,Withdrawn,Observational,Case-Crossover,,Non-Probability Sample,No,No,0
Breast cancer in females,Concurrent Paclitaxel and Radiotherapy After Adjuvant Doxorubicin and Cyclophosphamide for Stage 2 or 3 Breast Cancer,0.24931506849315072,Not yet recruiting,Observational,Other,,Non-Probability Sample,No,No,46
E19137,Predicting Response of Metastatic Triple Negative Breast Cancer to Immunotherapy Based on Patients Cytokine Profile,1.832876712328767,Suspended,Observational,Case-Control,,Non-Probability Sample,No,No,20
