ID,Title,Start_Date,Completion_Date,Actual_Duration,Status,Study_Type
Protocol EMIT-1,Establishment of Molecular Profiling for Individual Clinical Routine Treatment Decision in Early Breast Cancer,2018-10-29,2043-12-31,9194 days,"Active, not recruiting",Observational
17/09/621_Myosin VI,Nuclear Myosin VI - a Therapeutic Target in Breast Cancer,2019-05-05,2020-12-01,576 days,Unknown status,Observational
2017/1356,Adjuvant Endocrine Therapy in Early Stage Breast Cancer: Adherence and Clinical Outcome,2019-08-01,2021-04-01,609 days,Completed,Observational
IC 2016-07,"FErtility, PrEgnancy, contRaceptIon After Breast Cancer in France",2018-03-08,2021-03-01,1089 days,Unknown status,Observational
left breast cancer,Cardiac Toxicity of Hypo Fractionated Radiotherapy in Left Breast Cancer,2022-04-27,2023-11-30,582 days,Not yet recruiting,Observational
180212-1,IORT Following Breast Conserving Surgery for Early Stage Breast Cancer Registry,2018-02-27,2028-02-27,3652 days,Recruiting,Observational
19-001,Individualizing Surveillance Mammography for Older Breast Cancer Survivors,2019-05-16,2021-07-01,777 days,Completed,Interventional
CTRP6 in Breast Cancer,The Role of C1q Tumor Necrosis Factor-related Protein 6 in Breast Cancer,2020-11-01,2022-10-01,699 days,Unknown status,Observational
CESM in breast cancer,Accuracy Of Contrast Enhanced Mamography in Predicting Response of Breast Cancer Post Neoadjuvant Chemotherapy,2021-12-01,2024-01-01,761 days,Not yet recruiting,Observational
UCaenNormandie,A Randomized Cluster Trial to Evaluate a Mobile Mammography Unit in Breast Cancer Screening in France (Mammobile),2022-02-14,2024-09-01,930 days,Enrolling by invitation,Interventional
SOLTI-1903,Real World Study Using Comprehensive Genomic Data on the Next Treatment Decision Making in Metastatic Breast Cancer,2020-10-20,2024-07-30,1379 days,"Active, not recruiting",Observational
Vitamin D in breast cancer,Prognostic Value of Vitamin D Levels in Egyptian Females With Breast Cancer,2018-09-01,2021-09-01,1096 days,Unknown status,Observational
17-552,Comparing Restriction Spectrum Imaging (RSI) to Conventional and Abbreviated Breast MRI for Breast Cancer Screening,2018-04-18,2023-12-30,2082 days,"Active, not recruiting",Interventional
CCR5348,Safe De-escalation of Chemotherapy for Stage 1 Breast Cancer,2021-11-01,2027-11-01,2191 days,Not yet recruiting,Interventional
19HLSEIN02,Modifications of Immune Microenvironment Induced by Neoadjuvant Chemotherapy in Triple-negative BC,2020-06-15,2021-01-31,230 days,Completed,Observational
STUDY00011606,Design of Chatbot Persona for Breast Cancer Screening Outreach Among Black Women,2022-08-22,2022-11-15,85 days,Recruiting,Interventional
03/21,"A Prospective Single-center Cohort Study ""Preoperative Identification of Sentinel Lymph Nodes Using Contrast-enhanced CT Lymphography in Breast Cancer Patients""",2022-10-01,2023-08-01,304 days,Not yet recruiting,Interventional
AHQU-2021007,Genetic Predictors of Response to Acupuncture for Cancer-related Fatigue Among Breast Cancer Patients After Chemotherapy,2022-04-01,2023-10-31,578 days,Recruiting,Interventional
D8530C00003,"A Study to Investigate the Biological Effects of AZD9833 in Women With ER-positive, HER2 Negative Primary Breast Cancer",2020-11-02,2023-06-09,949 days,Recruiting,Interventional
2019-05-157,Genetic Characteristics of Metastatic Breast Cancer Patients,2019-07-17,2024-07-31,1841 days,Recruiting,Interventional
200056,"BN-Brachyury, Entinostat, Adotrastuzumab Emtansine and M7824 in Advanced Stage Breast Cancer (BrEAsT)",2021-05-04,2021-10-22,171 days,Terminated,Interventional
182-20-CA,18F-fluoroestradiol (FES) PET/CT for Breast Cancer,2021-01-15,2023-12-15,1064 days,Recruiting,Interventional
Shengjing-LCG008,Trastuzumab Combined With Pertuzumab for Adjuvant Treatment of Breast Cancer After Neoadjuvant Therapy,2021-08-01,2027-08-01,2191 days,Not yet recruiting,Interventional
NeoRadUKD,NeoRad Breast Cancer Study,2020-07-01,2030-12-31,3835 days,Not yet recruiting,Interventional
KY20192114-C-1,Sentinel Lymph Node Biopsy in Early Breast Cancer: a Real-world Multicenter Cross-sectional Study (CABS001 Study),2019-08-01,2021-12-31,883 days,Unknown status,Observational
STUDY19060359,Tomosynthesis vs. Contrast-Enhanced Mammography in Women With Personal History of Breast Cancer in Western Pennsylvania,2019-10-23,2026-03-28,2348 days,Recruiting,Interventional
2019.089,Using Imaging Data and Genomic Data to Predict Metastasis of Breast Cancer After Treatment,2019-09-01,2023-06-01,1369 days,Recruiting,Observational
Xist,XIST Gene Deletion in Breast Cancer Therapy,2020-03-01,2022-03-01,730 days,Unknown status,Observational
UEM0002,Synergic Effects of Physical Activity and Probiotic on Gut Immune System and Quality of Life of Breast Cancer Survivors.,2018-10-01,2019-12-31,456 days,Withdrawn,Interventional
004181,Together After Cancer,2023-01-01,2026-03-01,1155 days,Recruiting,Interventional
HERMIONE 13,Retrospective Study of 2nd-line Therapies After CDK4/6i + Hormonal Therapy in HR+/HER2- Advanced Breast Cancer,2021-09-24,2023-09-30,736 days,Recruiting,Observational
STANDPOINT,Study on the Value of Non-invasive Dual-Pet Information in Subtype of Metastatic Breast Cancer,2020-12-31,2022-12-31,730 days,Recruiting,Observational
NL75855.091.21,Evaluation of Contrast Enhanced Breast CT for Diagnosis and Staging of Breast Cancer,2022-08-01,2025-08-01,1096 days,Not yet recruiting,Observational
CASE5118,Assessing the Impact of the Microbiome on Breast Cancer Radiotherapy Toxicity,2019-03-21,2023-12-01,1716 days,Recruiting,Observational
21 SEIN 09,"Study Evaluating DNA Double-strand Breaks (DSBs) REpair Factors (POLQ, Shieldin Complex and 53BP1) Expression as Biomarker of PARP Inhibitor Resistance in Patients With Deleterious Germline Mutation in BRCA 1/2 and HER2-negative, Metastatic or Locally Advanced Breast Cancer.",2022-06-23,2025-06-01,1074 days,Recruiting,Interventional
CINEICC-3-IAT,Mind Programme for Women With Breast Cancer,2023-01-02,2025-08-31,972 days,Recruiting,Interventional
Bakircay University,Training With Mobile Application in Breast Cancer,2018-01-10,2018-04-17,97 days,Completed,Interventional
HR-HER2-RWS-01,The Efficiency for Stage II-III HR+/HER2+ Early Breast Cancer Patient With Standard Neoadjuvant Therapy in Real World.,2022-08-01,2026-12-31,1613 days,Recruiting,Observational
01-BR-003,Guardant360® Related Clinical Outcomes in Patients Who Share Medical Records-Breast Cancer,2020-07-02,2022-03-17,623 days,Completed,Observational
21149002,The Effect of Virtual Reality on Anxiety and Fatigue in Women With Breast Cancer Receiving Adjuvant Chemotherapy,2022-04-04,2022-11-30,240 days,Completed,Interventional
21-528,Patient Experiences With the COVID-19 Vaccination After Breast Cancer Treatment,2021-05-07,2023-12-01,938 days,"Active, not recruiting",Observational
DS8201-0002-EAP-MA,EUropean Real-world Experience Of Previously Treated Advanced/Metastatic HER2-positive Breast Cancer Patients Accessing Trastuzumab Deruxtecan,2022-11-11,2023-04-01,141 days,Recruiting,Observational
AAAU1629,FHIR-Enhanced RealRisks to Improve Accuracy of Breast Cancer Risk Assessments,2023-05-01,2024-07-01,427 days,Not yet recruiting,Interventional
BC-NEO-IIT-SHR1316-SHR6390-RT,Breast Cancer Study of Stereotactic Body Radiation Therapy (SBRT) Combined Neoadjuvant Treatment,2021-11-12,2023-10-15,702 days,"Active, not recruiting",Interventional
2020-12/898,Metabolomic Profiling of Erector Spinae Plane Block* for Breast Cancer Surgery,2021-02-01,2021-10-01,242 days,Completed,Observational
CHUBX 2016/19,Adaptation of a Knowledges Exchange Portal Between (KEP) Healers and Patients : Obstacles and Sources to KEP Use for Breast Cancer Women,2018-03-16,2019-06-17,458 days,Completed,Observational
IRB202100182 -N,All-extremity Exercise During Breast Cancer Chemotherapy,2023-05-01,2024-05-31,396 days,Recruiting,Interventional
PI-0538-2017,Breast Cancer and Its Relationship With the Microbiota,2018-01-01,2022-12-31,1825 days,"Active, not recruiting",Observational
21/4657,Health Technologies Readiness in Breast Cancer Patients,2021-03-01,2021-08-31,183 days,Completed,Observational
2019-KY-001-003,PD-1 Knockout Anti-MUC1 CAR-T Cells in the Treatment of Advanced Breast Cancer,2019-05-17,2022-11-16,1279 days,Completed,Interventional
AbantIBU,Early Detection of Lymphedema With Bio-Electrical Impedance Analysis in Patients After Breast Cancer Surgery,2018-08-01,2019-11-01,457 days,Withdrawn,Interventional
121K686,Online Group Therapy for Breast Cancer,2022-01-15,2022-10-01,259 days,Recruiting,Interventional
06-2020,Prevalence of Depression and Anxiety Among Breast Cancer Patients,2021-05-17,2022-03-10,297 days,Completed,Observational
NADOPTIC,Monitoring Response to NAC and Prediction of pCR in Breast Cancer Patients Using Optical Imaging,2020-01-27,2023-01-27,1096 days,Unknown status,Interventional
CHIR-07-Sentimag,Magseed and Magtrace Localization for Breast Cancer,2020-05-04,2023-12-31,1336 days,Recruiting,Observational
Pro00020917,Durvalumab With Trastuzumab and Pertuzumab in HER2-Enriched Breast Cancer,2020-03-03,2025-02-01,1796 days,Recruiting,Interventional
Breast Cancer,"Effects of Continuous and Interval Physical Training Through the Intensity of the Incremental Shuttle Walk Test, on Functional Capacity and Quality of Life in Women With Malignant Breast Cancer During Chemotherapy Treatment",2023-01-20,2025-12-30,1075 days,Not yet recruiting,Interventional
BSU,The Effect of Metformin on Breast Cancer Patients,2019-06-01,2020-10-01,488 days,Unknown status,Interventional
URomLS Prot.0930/2021Rif. 6528,To Detect Cryoimmunologic Response Induced by Early Breast Cancer Ultrasound-guided Cryoablation (ICE-study),2022-09-01,2023-01-27,148 days,Completed,Interventional
SOLTI-1716,Pembrolizumab + Paclitaxel in Hormone Receptor-positive (HR+)/Human Epidermal Growth Factor Receptor 2-negative (HER2-) Non-luminal (by PAM50) Advanced Breast Cancer After Cyclin-dependent Kinase 4/6 (CDK4/6) Inhibitors Progression,2020-07-21,2024-11-01,1564 days,"Active, not recruiting",Interventional
2020-0724,"Droplet-BC Screening Test for the Detection of Breast Cancer, the DROPLET-BC Study",2020-11-03,2022-12-31,788 days,Recruiting,Observational
LCCC 1749,Impact of Home-based Aerobic and Strength Exercises During Chemotherapy for Early Breast Cancer on Biomarkers of Aging,2018-02-28,2025-11-15,2817 days,Recruiting,Interventional
GIMI-IRB-20005,Multi-4SCAR-T Therapy Targeting Breast Cancer,2020-06-01,2023-12-31,1308 days,Recruiting,Interventional
202302017,Cryoablation vs Lumpectomy in T1 Breast Cancers,2023-06-30,2030-12-31,2741 days,Not yet recruiting,Interventional
17-PP-19,Peri-gravidic Exposure to Endocrine Disrupting Persistent Organic Pollutants,2019-04-15,2021-11-15,945 days,Recruiting,Observational
2015-4-6-003,Prevention of Sequelae Pain After Breast Cancer Surgery by Self-massages and Self Stretching. Impact of Learning Workshops.,2020-01-13,2024-06-15,1615 days,Recruiting,Interventional
FIRST,FreezIng bReaST Cancer in Brazil: a Before-after Study,2022-09-15,2024-07-15,669 days,Not yet recruiting,Interventional
PUMCH-BREAST-ctDNA screening,Clinical Application of ctDNA in Early Screening of Breast Cancer,2019-06-01,2021-06-01,731 days,Unknown status,Observational
147/19,Breast Cancer: Feasibility of an Educational Intervention,2019-12-01,2020-11-09,344 days,Completed,Interventional
STUDY00001641,Faith in Action! A Church-Based Navigation Model to Increase Breast Cancer Screening in Korean Women,2022-07-16,2024-12-01,869 days,Recruiting,Interventional
PetrovRIO,Refusal of Breast Surgery in Patients With Breast Cancer With a Clinical Complete Response (cCR) After Neoadjuvant Systemic Therapy and a Confirmed Pathological Complete Response (pCR) Using Vacuum-assisted Biopsy (VAB) and Sentinel Lymph Node Biopsy (SLNB),2019-10-08,2028-12-10,3351 days,Recruiting,Interventional
MD 177/2021,Programmed Death-Ligand1 Expression in Her-2 Positive and Triple Negative Breast Cancer,2022-08-01,2023-08-01,365 days,Not yet recruiting,Observational
A5481177,A Study to Describe Treatment Patterns of Advanced Breast Cancer in Poland in the Real-world Data Setting,2021-11-22,2022-12-02,375 days,Recruiting,Observational
2017-KY-19,The Establishment of a Survival Prediction Model for ER Positive / HER-2 Negative Advanced Breast Cancer,2020-01-01,2024-12-31,1826 days,Recruiting,Observational
Radiotherapy in breast cancer,Efficacy of Capecitabine With Adjuvant Radiotherapy in Treatment of Early Stages Breast Cancer (Retrospective Study).,2023-04-01,2023-04-01,0 days,Not yet recruiting,Observational
19-001004,Brain Health in Breast Cancer Survivors,2020-03-11,2025-03-15,1830 days,Recruiting,Observational
19049,Specialist Recommendation on FBC (Familial Breast Cancer) Chemoprevention Prescribing,2019-07-22,2019-12-31,162 days,Completed,Observational
Z211100002921033,The Detection of Cell-in-cell Structure (CICs) in Patients With Breast Cancer Undergoing Neoadjuvant Chemotherapy,2021-10-01,2024-10-01,1096 days,Recruiting,Observational
CFDAIIUASABFDOBC,Cell Free DNA and Its Integrity Using ALU Sequences as a Biomarker for Diagnosis of Breast Cancer,2018-07-01,2020-07-01,731 days,Unknown status,Observational
Breast cancer neoadjuvant,Evaluation of the Role of Immune Checkpoints in Response to Breast Cancer Neoadjuvant Therapy,2022-03-01,2023-01-01,306 days,Recruiting,Observational
wanghaibo,Study on the Safety and Efficacy of Autogenous Tumor Infiltrates Lymphocytes for the Treatment of Advanced Breast Cancer,2022-10-08,2027-03-31,1635 days,Not yet recruiting,Interventional
2020-KY-063,Prognostic Value of Biomarkers in HR + / HER2 - Advanced Breast Cancer,2020-07-01,2022-07-01,730 days,Unknown status,Observational
PUMCH-BC502,Evaluation of Prognostic Monitoring for Triple Negative Breast Cancer Patients,2019-04-25,2025-03-01,2137 days,Recruiting,Observational
852-20,"Breast Cancer, Reasoning, and Activity Intervention",2021-11-03,2026-03-31,1609 days,Withdrawn,Interventional
2020[84],HER2 Expression Detection and Radionuclide Therapy in Breast Cancer Using 99mTc/188Re Labeled Single Domain Antibody,2020-08-24,2024-09-30,1498 days,Recruiting,Interventional
SYSEC-KY-2018-018,Locoregional Surgery of the Primary Tumor in de Novo Stage IV Breast Cancer Patients,2019-09-01,2021-07-30,698 days,Unknown status,Observational
19-045,A Study of Limited Heart Monitoring During Non-anthracycline Trastuzumab-based Therapy in Breast Cancer Patients,2019-03-22,2024-03-01,1806 days,"Active, not recruiting",Observational
PROICM 2019-16-BCU,Evaluation of Sexual Quality of Life for Breast Cancer,2020-02-10,2020-07-31,172 days,Completed,Observational
IBCSG 59-19,Palbociclib for HR Positive / HER2-negative Isolated Locoregional Recurrence of Breast Cancer,2019-08-27,2026-11-01,2623 days,Recruiting,Interventional
33293720.9.0000.5505,Tele-rehabilitation in Women With Breast Cancer During COVID-19 Pandemic.,2020-03-02,2022-12-02,1005 days,"Active, not recruiting",Interventional
199080,Prospective Trial of Digital Breast Tomosynthesis (DBT) in Breast Cancer Screening.,2018-12-17,2024-07-01,2023 days,Recruiting,Interventional
SLN SPECT,Sentinel Lymph Node Identification in Patients With Breast Cancer Using SPECT/CT,2018-07-01,2022-09-01,1523 days,Unknown status,Interventional
SOLTI-1907,Study With Atezolizumab in Combination With Trastuzumab and Vinorelbine in HER2-positive Advanced/Metastatic Breast Cancer,2021-03-15,2025-02-24,1442 days,Recruiting,Interventional
SDS-HER-01-2018,Safety and Efficacy Assessment of Diagnostic Microprobe (inPROBE) in Women at High Risk of Breast Cancer,2022-08-24,2023-03-02,190 days,Completed,Interventional
APHP211502,Breast Cancer Prevention and Screening Membership,2022-05-31,2032-04-01,3593 days,Recruiting,Interventional
ISTMET-BHWGI2022-1,Preoperative Radiotherapy and Systemic Therapy Following Surgery in de Novo Metastatic Breast Cancer,2022-03-01,2028-03-31,2222 days,Recruiting,Observational
SCHBCC-N024,Evaluation for the Effectiveness and Safety of Cryo-ablation in the Treatment of Early Invasive Breast Cancer,2020-05-01,2025-05-01,1826 days,Recruiting,Interventional
