ID,title,actual_duration,status,study_type,fda_regulated_drug,fda_regulated_device,responsible_party,enrollment_count
NewGiza University Protocol 1,The Association of Hormonal Intake and Demographic Factors With Breast Cancer Risk. An Egyptian Case-controlled Study,0.3698630136986301,Not yet recruiting,Observational,Yes,No,Principal Investigator,200
s66248,Identifying Prognostic Variables for Persistent Upper Limb Dysfunctions After Breast Cancer Treatment,2.7726027397260276,Recruiting,Interventional,No,No,Principal Investigator,250
964635,The Benefit of Surgery in Stage IV of Breast Cancer,1.082191780821918,Unknown status,Interventional,No,No,Sponsor,212
3/19,Multidisciplinary Approach to Breast Cancer Through the Study of Altered Transcriptomic and Immune Accompanied by the Identification of Extractable Markers From the Radiodiagnostic Bioimaging,4.000000000000001,Recruiting,Observational,No,No,Sponsor,1000
SCCC-11118; STU-2018-0015,Letrozole in Post-Menopausal Patients With Operable Hormone-Sensitive Breast Cancer,6.013698630136986,"Active, not recruiting",Interventional,Yes,No,Principal Investigator,61
2019402,Supportive Effects of Craniosacral Therapy for Female Patients With Breast Cancer and Their Partners,1.5890410958904109,Not yet recruiting,Interventional,No,No,Principal Investigator,102
19-003085,"GENetic Risk Estimation of Breast Cancer Prior to Decisions on Preventive Therapy Uptake, Risk Reducing Surgery or Intensive Imaging Surveillance",5.210958904109589,Enrolling by invitation,Observational,No,No,Principal Investigator,900
RADIO-SLEEP,Sleep Disorders Prior to and During a Course of Radiotherapy for Breast Cancer,1.0794520547945206,Not yet recruiting,Interventional,No,No,Principal Investigator,51
Protocol EMIT-1,Establishment of Molecular Profiling for Individual Clinical Routine Treatment Decision in Early Breast Cancer,25.18904109589041,"Active, not recruiting",Observational,No,No,Principal Investigator,2298
17/09/621_Myosin VI,Nuclear Myosin VI - a Therapeutic Target in Breast Cancer,1.5780821917808219,Unknown status,Observational,No,No,Principal Investigator,120
2017/1356,Adjuvant Endocrine Therapy in Early Stage Breast Cancer: Adherence and Clinical Outcome,1.6684931506849314,Completed,Observational,No,No,Sponsor,1411
IC 2016-07,"FErtility, PrEgnancy, contRaceptIon After Breast Cancer in France",2.9835616438356163,Unknown status,Observational,No,No,Sponsor,1004
left breast cancer,Cardiac Toxicity of Hypo Fractionated Radiotherapy in Left Breast Cancer,1.5945205479452054,Not yet recruiting,Observational,No,No,Principal Investigator,45
180212-1,IORT Following Breast Conserving Surgery for Early Stage Breast Cancer Registry,10.005479452054795,Recruiting,Observational,No,No,Sponsor,168
19-001,Individualizing Surveillance Mammography for Older Breast Cancer Survivors,2.128767123287671,Completed,Interventional,No,No,Principal Investigator,45
CTRP6 in Breast Cancer,The Role of C1q Tumor Necrosis Factor-related Protein 6 in Breast Cancer,1.9150684931506852,Unknown status,Observational,No,No,Principal Investigator,102
CESM in breast cancer,Accuracy Of Contrast Enhanced Mamography in Predicting Response of Breast Cancer Post Neoadjuvant Chemotherapy,2.0849315068493155,Not yet recruiting,Observational,No,No,Principal Investigator,50
UCaenNormandie,A Randomized Cluster Trial to Evaluate a Mobile Mammography Unit in Breast Cancer Screening in France (Mammobile),2.547945205479452,Enrolling by invitation,Interventional,No,No,Principal Investigator,91982
SOLTI-1903,Real World Study Using Comprehensive Genomic Data on the Next Treatment Decision Making in Metastatic Breast Cancer,3.778082191780822,"Active, not recruiting",Observational,No,No,Sponsor,600
Vitamin D in breast cancer,Prognostic Value of Vitamin D Levels in Egyptian Females With Breast Cancer,3.0027397260273974,Unknown status,Observational,No,No,Principal Investigator,222
17-552,Comparing Restriction Spectrum Imaging (RSI) to Conventional and Abbreviated Breast MRI for Breast Cancer Screening,5.704109589041096,"Active, not recruiting",Interventional,No,Yes,Principal Investigator,910
CCR5348,Safe De-escalation of Chemotherapy for Stage 1 Breast Cancer,6.002739726027397,Not yet recruiting,Interventional,No,No,Sponsor,400
19HLSEIN02,Modifications of Immune Microenvironment Induced by Neoadjuvant Chemotherapy in Triple-negative BC,0.6301369863013698,Completed,Observational,No,No,Sponsor,100
STUDY00011606,Design of Chatbot Persona for Breast Cancer Screening Outreach Among Black Women,0.2328767123287671,Recruiting,Interventional,No,No,Principal Investigator,500
03/21,A Prospective Single-center Cohort Study Preoperative Identification of Sentinel Lymph Nodes Using Contrast-enhanced CT Lymphography in Breast Cancer Patients,0.8328767123287671,Not yet recruiting,Interventional,No,No,Principal Investigator,31
AHQU-2021007,Genetic Predictors of Response to Acupuncture for Cancer-related Fatigue Among Breast Cancer Patients After Chemotherapy,1.5835616438356164,Recruiting,Interventional,No,No,Principal Investigator,60
D8530C00003,"A Study to Investigate the Biological Effects of AZD9833 in Women With ER-positive, HER2 Negative Primary Breast Cancer",2.6,Recruiting,Interventional,No,No,Sponsor,132
200056,"BN-Brachyury, Entinostat, Adotrastuzumab Emtansine and M7824 in Advanced Stage Breast Cancer (BrEAsT)",0.4684931506849315,Terminated,Interventional,Yes,No,Principal Investigator,1
182-20-CA,18F-fluoroestradiol (FES) PET/CT for Breast Cancer,2.915068493150685,Recruiting,Interventional,Yes,No,Principal Investigator,124
Shengjing-LCG008,Trastuzumab Combined With Pertuzumab for Adjuvant Treatment of Breast Cancer After Neoadjuvant Therapy,6.002739726027397,Not yet recruiting,Interventional,No,No,Principal Investigator,450
NeoRadUKD,NeoRad Breast Cancer Study,10.506849315068493,Not yet recruiting,Interventional,No,No,Principal Investigator,1826
KY20192114-C-1,Sentinel Lymph Node Biopsy in Early Breast Cancer: a Real-world Multicenter Cross-sectional Study (CABS001 Study),2.419178082191781,Unknown status,Observational,No,No,Sponsor,21000
STUDY19060359,Tomosynthesis vs. Contrast-Enhanced Mammography in Women With Personal History of Breast Cancer in Western Pennsylvania,6.432876712328767,Recruiting,Interventional,No,Yes,Sponsor-Investigator,1650
2019.089,Using Imaging Data and Genomic Data to Predict Metastasis of Breast Cancer After Treatment,3.750684931506849,Recruiting,Observational,No,No,Principal Investigator,400
Xist,XIST Gene Deletion in Breast Cancer Therapy,2.0000000000000004,Unknown status,Observational,No,No,Principal Investigator,1
UEM0002,Synergic Effects of Physical Activity and Probiotic on Gut Immune System and Quality of Life of Breast Cancer Survivors.,1.2493150684931507,Withdrawn,Interventional,No,No,Principal Investigator,0
004181,Together After Cancer,3.164383561643836,Recruiting,Interventional,No,No,Principal Investigator,480
HERMIONE 13,Retrospective Study of 2nd-line Therapies After CDK4/6i + Hormonal Therapy in HR+/HER2- Advanced Breast Cancer,2.0164383561643837,Recruiting,Observational,No,No,Sponsor,150
STANDPOINT,Study on the Value of Non-invasive Dual-Pet Information in Subtype of Metastatic Breast Cancer,2.0000000000000004,Recruiting,Observational,No,No,Principal Investigator,50
NL75855.091.21,Evaluation of Contrast Enhanced Breast CT for Diagnosis and Staging of Breast Cancer,3.0027397260273974,Not yet recruiting,Observational,No,Yes,Sponsor,413
CASE5118,Assessing the Impact of the Microbiome on Breast Cancer Radiotherapy Toxicity,4.701369863013698,Recruiting,Observational,No,No,Sponsor,50
21 SEIN 09,"Study Evaluating DNA Double-strand Breaks (DSBs) REpair Factors (POLQ, Shieldin Complex and 53BP1) Expression as Biomarker of PARP Inhibitor Resistance in Patients With Deleterious Germline Mutation in BRCA 1/2 and HER2-negative, Metastatic or Locally Advanced Breast Cancer.",2.9424657534246577,Recruiting,Interventional,No,No,Sponsor,120
CINEICC-3-IAT,Mind Programme for Women With Breast Cancer,2.663013698630137,Recruiting,Interventional,No,No,Principal Investigator,154
Bakircay University,Training With Mobile Application in Breast Cancer,0.26575342465753427,Completed,Interventional,No,No,Principal Investigator,64
HR-HER2-RWS-01,The Efficiency for Stage II-III HR+/HER2+ Early Breast Cancer Patient With Standard Neoadjuvant Therapy in Real World.,4.419178082191781,Recruiting,Observational,No,No,Principal Investigator,200
01-BR-003,Guardant360® Related Clinical Outcomes in Patients Who Share Medical Records-Breast Cancer,1.7068493150684931,Completed,Observational,No,No,Sponsor,109
21149002,The Effect of Virtual Reality on Anxiety and Fatigue in Women With Breast Cancer Receiving Adjuvant Chemotherapy,0.6575342465753424,Completed,Interventional,No,No,Principal Investigator,66
21-528,Patient Experiences With the COVID-19 Vaccination After Breast Cancer Treatment,2.56986301369863,"Active, not recruiting",Observational,No,No,Principal Investigator,670
DS8201-0002-EAP-MA,EUropean Real-world Experience Of Previously Treated Advanced/Metastatic HER2-positive Breast Cancer Patients Accessing Trastuzumab Deruxtecan,0.3863013698630137,Recruiting,Observational,Yes,No,Sponsor,200
AAAU1629,FHIR-Enhanced RealRisks to Improve Accuracy of Breast Cancer Risk Assessments,1.16986301369863,Not yet recruiting,Interventional,No,No,Principal Investigator,55
BC-NEO-IIT-SHR1316-SHR6390-RT,Breast Cancer Study of Stereotactic Body Radiation Therapy (SBRT) Combined Neoadjuvant Treatment,1.923287671232877,"Active, not recruiting",Interventional,No,No,Principal Investigator,24
2020-12/898,Metabolomic Profiling of Erector Spinae Plane Block* for Breast Cancer Surgery,0.663013698630137,Completed,Observational,No,No,Principal Investigator,91
CHUBX 2016/19,Adaptation of a Knowledges Exchange Portal Between (KEP) Healers and Patients : Obstacles and Sources to KEP Use for Breast Cancer Women,1.2547945205479452,Completed,Observational,No,No,Sponsor,35
IRB202100182 -N,All-extremity Exercise During Breast Cancer Chemotherapy,1.084931506849315,Recruiting,Interventional,No,No,Sponsor,68
PI-0538-2017,Breast Cancer and Its Relationship With the Microbiota,5.0,"Active, not recruiting",Observational,No,No,Principal Investigator,150
21/4657,Health Technologies Readiness in Breast Cancer Patients,0.5013698630136987,Completed,Observational,No,No,Principal Investigator,100
2019-KY-001-003,PD-1 Knockout Anti-MUC1 CAR-T Cells in the Treatment of Advanced Breast Cancer,3.504109589041096,Completed,Interventional,No,No,Sponsor,15
AbantIBU,Early Detection of Lymphedema With Bio-Electrical Impedance Analysis in Patients After Breast Cancer Surgery,1.252054794520548,Withdrawn,Interventional,No,No,Sponsor,0
121K686,Online Group Therapy for Breast Cancer,0.7095890410958904,Recruiting,Interventional,No,No,Principal Investigator,51
06-2020,Prevalence of Depression and Anxiety Among Breast Cancer Patients,0.8136986301369863,Completed,Observational,No,No,Sponsor,162
NADOPTIC,Monitoring Response to NAC and Prediction of pCR in Breast Cancer Patients Using Optical Imaging,3.0027397260273974,Unknown status,Interventional,No,No,Principal Investigator,20
CHIR-07-Sentimag,Magseed and Magtrace Localization for Breast Cancer,3.66027397260274,Recruiting,Observational,No,No,Sponsor,70
Pro00020917,Durvalumab With Trastuzumab and Pertuzumab in HER2-Enriched Breast Cancer,4.920547945205479,Recruiting,Interventional,Yes,No,Principal Investigator,39
Breast Cancer,"Effects of Continuous and Interval Physical Training Through the Intensity of the Incremental Shuttle Walk Test, on Functional Capacity and Quality of Life in Women With Malignant Breast Cancer During Chemotherapy Treatment",2.9452054794520546,Not yet recruiting,Interventional,No,No,Principal Investigator,60
BSU,The Effect of Metformin on Breast Cancer Patients,1.336986301369863,Unknown status,Interventional,No,No,Principal Investigator,80
URomLS Prot.0930/2021Rif. 6528,To Detect Cryoimmunologic Response Induced by Early Breast Cancer Ultrasound-guided Cryoablation (ICE-study),0.4054794520547945,Completed,Interventional,No,No,Principal Investigator,20
Cpetptmrbc,Correlation Between PET/CT Parameters and Tumor Markers in Recurrent Breast Cancer,1.5808219178082192,Not yet recruiting,Observational,No,No,Principal Investigator,72
SOLTI-1716,Pembrolizumab + Paclitaxel in Hormone Receptor-positive (HR+)/Human Epidermal Growth Factor Receptor 2-negative (HER2-) Non-luminal (by PAM50) Advanced Breast Cancer After Cyclin-dependent Kinase 4/6 (CDK4/6) Inhibitors Progression,4.284931506849315,"Active, not recruiting",Interventional,No,No,Sponsor,46
2020-0724,"Droplet-BC Screening Test for the Detection of Breast Cancer, the DROPLET-BC Study",2.158904109589041,Recruiting,Observational,No,No,Sponsor,1200
LCCC 1749,Impact of Home-based Aerobic and Strength Exercises During Chemotherapy for Early Breast Cancer on Biomarkers of Aging,7.7178082191780835,Recruiting,Interventional,No,No,Sponsor,100
GIMI-IRB-20005,Multi-4SCAR-T Therapy Targeting Breast Cancer,3.5835616438356164,Recruiting,Interventional,No,No,Sponsor,100
202302017,Cryoablation vs Lumpectomy in T1 Breast Cancers,7.50958904109589,Not yet recruiting,Interventional,No,Yes,Sponsor,256
17-PP-19,Peri-gravidic Exposure to Endocrine Disrupting Persistent Organic Pollutants,2.589041095890411,Recruiting,Observational,No,No,Sponsor,320
2015-4-6-003,Prevention of Sequelae Pain After Breast Cancer Surgery by Self-massages and Self Stretching. Impact of Learning Workshops.,4.424657534246576,Recruiting,Interventional,No,No,Sponsor,144
FIRST,FreezIng bReaST Cancer in Brazil: a Before-after Study,1.832876712328767,Not yet recruiting,Interventional,No,No,Sponsor,30
PUMCH-BREAST-ctDNA screening,Clinical Application of ctDNA in Early Screening of Breast Cancer,2.0027397260273974,Unknown status,Observational,No,No,Sponsor,300
147/19,Breast Cancer: Feasibility of an Educational Intervention,0.9424657534246575,Completed,Interventional,No,No,Principal Investigator,224
STUDY00001641,Faith in Action! A Church-Based Navigation Model to Increase Breast Cancer Screening in Korean Women,2.3808219178082193,Recruiting,Interventional,No,No,Principal Investigator,320
PetrovRIO,Refusal of Breast Surgery in Patients With Breast Cancer With a Clinical Complete Response (cCR) After Neoadjuvant Systemic Therapy and a Confirmed Pathological Complete Response (pCR) Using Vacuum-assisted Biopsy (VAB) and Sentinel Lymph Node Biopsy (SLNB),9.180821917808219,Recruiting,Interventional,No,No,Sponsor,60
MD 177/2021,Programmed Death-Ligand1 Expression in Her-2 Positive and Triple Negative Breast Cancer,1.0000000000000002,Not yet recruiting,Observational,,,Principal Investigator,80
A5481177,A Study to Describe Treatment Patterns of Advanced Breast Cancer in Poland in the Real-world Data Setting,1.0273972602739727,Recruiting,Observational,,,Sponsor,500
2017-KY-19,The Establishment of a Survival Prediction Model for ER Positive / HER-2 Negative Advanced Breast Cancer,5.002739726027397,Recruiting,Observational,No,No,Sponsor-Investigator,288
Radiotherapy in breast cancer,Efficacy of Capecitabine With Adjuvant Radiotherapy in Treatment of Early Stages Breast Cancer (Retrospective Study).,0.0,Not yet recruiting,Observational,No,No,Principal Investigator,47
19-001004,Brain Health in Breast Cancer Survivors,5.013698630136986,Recruiting,Observational,No,No,Sponsor,120
