ID,Gender,Minimum_Age,Healthy_Volunteers
BC-P30(FZQ),Female,20 ,No
2017-0672,All,16 ,No
2019-4432,Female,18 ,Accepts Healthy Volunteers
22-508,All,18 ,No
NCC2021-0335,Female,20 ,No
LET,Female,18 ,No
Pectoral nerve block in breast,Female,18 ,Accepts Healthy Volunteers
TNBC,All,18 ,nan
NU 18B05,Female,18 ,No
20476,Female,45 ,No
ICRCTSU/2019/10068,Female,18 ,No
EU001,All,18 ,No
2018-63,Female,18 ,No
2020-06245,Female,18 ,No
18-168,All,18 ,Accepts Healthy Volunteers
2021-A01407-34,Female,18 ,No
soh-Med-21-02-05,Female,20 ,Accepts Healthy Volunteers
CIMPAX BREAST,Female,18 ,No
18D.003,All,18 ,No
YOUNGBC-20,Female,18 ,No
20-002505,Female,18 ,No
XianganHXiamenU,Female,18 ,No
YOUNGBC-21,Female,18 ,No
201900572,Female,18 ,No
MEDOPP459,Female,18 ,No
MedOPP485,All,18 ,No
09.2019.866,Female,18 ,No
A5481128,All,nan,No
YOUNGBC-3,Female,18 ,No
020-008,Female,18 ,No
YOUNGBC-14,Female,18 ,No
LQiao,Female,18 ,Accepts Healthy Volunteers
2021157,Female,18 ,No
2020-KY-051,Female,18 ,No
YOUNGBC-25,Female,18 ,No
BC-09374,Female,18 ,No
Shengjing-LCG011,Female,18 ,No
2021-02902,Female,18 ,No
GCO 19-0477,All,18 ,No
202100318,Male,18 ,No
19-458,Female,18 ,No
S1904,All,nan,Accepts Healthy Volunteers
Seno_Ex_MAC 003,Female,18 ,No
E2018210,Female,nan,No
CL(3204),Female,nan,No
211-2018,All,18 ,No
AAAO1760,Female,25 ,No
J17120,Female,18 ,No
1712078374,Female,21 ,No
D17168,Female,18 ,No
ShandongCHI-14,Female,18 ,No
2020-KY-007,Female,18 ,No
DELFINO trial,Female,20 ,No
PRISMA,Female,18 ,No
3125001,All,18 ,No
ShandongCHI-16,Female,18 ,No
ERAS-ABR,Female,18 ,No
ProFertil,Female,14 ,No
MEDOPP240,All,18 ,No
TQB3616-I-0001,Female,18 ,No
BreastIls-1605,All,18 ,No
7964,Female,40 ,nan
18-00309,All,18 ,No
2005P002282,All,35 ,Accepts Healthy Volunteers
2023-9333,All,18 ,Accepts Healthy Volunteers
STUDY00020501,All,18 ,No
[2016]124,Female,18 ,No
IIT2018-04-MCARTHUR-NEOHP,All,18 ,No
MCP Study,All,40 ,Accepts Healthy Volunteers
STUDY00000194,All,nan,No
mastectomy coverage formula 20,All,nan,No
SIB2232,Female,18 ,No
KC19EEDT0031,Female,19 ,No
22-008,All,18 ,No
1807188-16,Female,18 ,No
OSU-20429,All,18 ,No
2020/295,Female,18 ,Accepts Healthy Volunteers
SunYatsenU2H-LQ4,Female,18 ,No
Phaon1,All,18 ,No
SUGBG-2021002,Female,18 ,Accepts Healthy Volunteers
S2018-2450-0001,Female,20 ,No
IIT-0016,Female,18 ,No
N.sativavsRID BreastCancerpt.,Female,18 ,No
00130272,Female,21 ,No
URCC-18007,Female,18 ,No
jcl2020-2 breast cancer,All,nan,No
OP-1250-003,All,18 ,No
38285020.8.0000.0072,Female,18 ,No
17-001546,All,18 ,nan
TMP-0315-2018,Female,18 ,No
21-3117.cc,All,18 ,No
IRB00103558,Female,50 ,No
ICOnnectat-BC,Female,18 ,No
20-028,All,18 ,No
C3441038,All,19 ,No
2,Female,18 ,No
STU-2022-0091,Female,18 ,No
ICO-2021-36,Female,18 ,nan
2021-0048-B,All,18 ,No
Breastblock,Female,18 ,No
OMS-I141 (KEYNOTE-890),All,18 ,No
L424,All,16 ,nan
BHP0111,All,18 ,No
18-001926,Female,nan,No
20CX6399,Female,18 ,No
REDHEMOPACH,Female,18 ,No
PMC_TTAC-0001_06 / KEYNOTE-C14,All,19 ,No
INSPIRE-001,Female,18 ,No
STUDY00149312,Female,18 ,No
IIT2021-10-Giuliano-OmitRT,Female,40 ,No
VICCBRE2256,All,18 ,No
Patient reported outcome,Female,18 ,No
EAZ171,Female,18 ,No
2017/62,Female,18 ,Accepts Healthy Volunteers
17-001864,All,18 ,No
SCHBCC-N031,Female,18 ,No
20429001,Female,18 ,Accepts Healthy Volunteers
2000020335,Female,18 ,No
KN026-CHN-001,All,18 ,No
Pro00103527,Female,18 ,No
21-374,Female,18 ,Accepts Healthy Volunteers
CBCRP 23AB-1400,All,18 ,Accepts Healthy Volunteers
MC02/04/19,All,21 ,No
EJERDIETLINF,Female,18 ,No
22-5074,All,18 ,No
STUDY00018789,All,18 ,No
SCHBCC-SOAPET,Female,18 ,No
3212,All,18 ,Accepts Healthy Volunteers
ATADEK-2022/08/20,Female,18 ,No
2018-06,Female,40 ,No
OBU-BC-Ⅱ-077,Female,18 ,No
RG1005296,All,18 ,No
B7391012,All,19 ,No
ONCO-FIRE,All,18 ,No
2021-01534,Female,40 ,nan
RD19/123502,Female,18 ,Accepts Healthy Volunteers
091-19,Female,nan,No
PR139/21,All,18 ,Accepts Healthy Volunteers
2021.341,Female,25 ,Accepts Healthy Volunteers
17-361,Female,18 ,No
PPMP_INO,Female,18 ,No
Overcome project,Female,18 ,No
DS8201-A-A103,All,20 ,No
Xiangan Hospital of XMU,Female,18 ,No
OBU-BJ-BB-BC-II-007,All,18 ,No
NU 21B01,Female,18 ,No
COOL-CLIN-2022-01,Female,21 ,No
110.01-2018-GES-0001,Female,40 ,No
NURS-IIR-IUSCCC-0748,All,21 ,No
2020-1243,All,18 ,No
OSU-19085,All,18 ,No
SYSUCC-012,All,18 ,No
UUBreast01,Female,18 ,No
IMPACTT,All,18 ,No
1/2020,All,18 ,No
CBBCT2018CIH,Female,35 ,Accepts Healthy Volunteers
30-225 ex 17/18,Female,18 ,Accepts Healthy Volunteers
ITSligo SG,All,18 ,No
STUDY00003067,Female,18 ,Accepts Healthy Volunteers
PROICM 2019-02 PRA,All,18 ,No
850366,Female,25 ,No
060021-HMO-CTIL,All,18 ,No
2018/13,All,18 ,No
A095053,Female,50 ,No
MC210301,All,nan,No
202302077,Female,18 ,No
Yunwei Wei 2019-09-12,Female,18 ,Accepts Healthy Volunteers
2.510.081,Female,30 ,No
K170702J,All,75 ,No
GX-I7-CA-006,Female,19 ,No
R17137,Female,20 ,No
2021-395,All,18 ,No
IC 2018-09,All,18 ,No
NeoCAT,Female,18 ,No
AAAR9515,All,18 ,No
2019-01395CE3508,Female,18 ,No
RG1007463,All,18 ,No
PA191001001,Female,18 ,No
18070604,Female,18 ,No
1613494-3,All,18 ,nan
2021198-1,All,18 ,No
PROTOCOL-M7-037,Female,18 ,No
201801105,Female,35 ,No
202004120MINB,All,20 ,No
CHIR-05-IMTAD,Female,18 ,No
EAQ201,Female,45 ,Accepts Healthy Volunteers
STUDY00001356,Female,18 ,No
PANTHERA,All,18 ,nan
IC 2020-04,Female,18 ,No
Remimazolam_recovery,Female,19 ,No
BIOC-046,All,nan,No
RECHMPL21_0525,Female,18 ,No
2022037,Female,18 ,No
Q122-2001,Female,18 ,No
S64410,All,18 ,No
MC1689,All,18 ,No
2017C0165,Female,25 ,No
2017-0301,All,18 ,No
S59396,Female,18 ,No
1105/18,All,nan,No
RFID,Female,18 ,No
SP11631,Female,18 ,No
EKNZ 2015-026,All,18 ,No
5505,Female,nan,Accepts Healthy Volunteers
H-37314,Female,18 ,No
852666,Female,40 ,No
Three birds with one stone,Female,50 ,No
XZP-3287-1001,All,18 ,No
I 56617,All,18 ,Accepts Healthy Volunteers
TAK-676-1003,All,18 ,No
STUDY00022229,All,18 ,No
CR108557,All,18 ,Accepts Healthy Volunteers
UPCC 25920,All,18 ,No
MEDOPP243,All,18 ,No
4901,Female,20 ,No
22-269,All,18 ,No
2016-051-000001- 1731,Female,18 ,Accepts Healthy Volunteers
Yvonne Wengstrom,Female,18 ,No
4-2019-0795,Female,20 ,No
20180569-01H,All,18 ,No
None yet,All,20 ,No
REaCT-Hold BMA,All,18 ,No
2020-0761,Female,50 ,Accepts Healthy Volunteers
202005217,Female,18 ,No
Abbreviated Breast MRI,Female,nan,Accepts Healthy Volunteers
SBI-CIP 20-002,Female,18 ,No
DS8201-A-U106,All,18 ,No
A2018-002,All,18 ,No
STUDY00016221,Female,18 ,No
2669,Female,18 ,No
PR275/20,Female,18 ,No
X-PACT 101,All,18 ,No
SHF-WBI,Female,18 ,No
MCC-20257,Female,35 ,nan
19-07020531,Female,19 ,No
DS8201-A-U105,All,18 ,No
NAUTILUS study,Female,19 ,No
BrUOG 387,All,18 ,No
Instituto Nacional do Câncer,Female,18 ,No
HP-LY-CL-2063,All,18 ,No
2008222-12,All,18 ,Accepts Healthy Volunteers
2019-0837-002,Female,19 ,No
9785,Female,18 ,nan
BCP24,Female,18 ,No
IRB00083573,Female,18 ,No
CCR5199,All,18 ,No
HVST-HEMO-20,Female,18 ,No
1708018471,All,18 ,No
APBI Registry,Female,50 ,nan
STUDY00019979,Female,18 ,No
109489,Female,40 ,No
IIT2019-14-SHIRAZIP-SWEAT,All,18 ,No
SGNTUC-019,All,18 ,No
EORTC-1984-BCG,All,18 ,No
H-43277,All,21 ,No
Oncolact2020,Female,18 ,No
OE20/2020,Female,18 ,No
GNC-035-101（V1.1）,All,18 ,No
2022-0880,All,18 ,No
ABCB1 in Paclitaxel Neuropathy,Female,18 ,No
ACT16432,All,18 ,No
AAAT8817,All,18 ,No
19-07020533,Female,19 ,No
PSIBBR,Female,18 ,No
THRIVORSBH-01,Female,40 ,No
20190516,Female,18 ,No
RECHMPL20_0614,Female,18 ,No
RD19/121361,Female,18 ,No
BRAVEHeartV1,Female,18 ,No
R/19.08.578,Female,18 ,No
DHP107_Bioimaging,All,19 ,No
18-5029,Female,26 ,No
201902048MINC,Female,40 ,No
050811,All,18 ,No
0594,All,50 ,No
APHP201173,Female,18 ,No
2019-001,All,18 ,No
19-315,Female,18 ,No
2022P000354,All,18 ,No
UMCC 2019.125,Female,18 ,No
SB-2101,Female,18 ,No
00001137,Female,18 ,No
2017/2805,Female,21 ,No
C3661001,All,18 ,No
4-2020-0430,All,20 ,No
N16PRB,Female,18 ,No
CASE10119,Female,40 ,No
21-012300,Female,18 ,No
Breast MRI,Female,33 ,nan
KY-Q-2021-182,All,18 ,No
DOLPHIN,Female,18 ,No
METC20-099,Female,23 ,No
D8534C00001,All,18 ,No
NUV-422-03,All,18 ,No
CLEE011ARU01,Female,18 ,No
FIS-APBI-2019-02,All,40 ,No
17/0774,Female,45 ,No
OSU-18094,All,18 ,No
21-3100.cc,All,18 ,nan
10840098-604.01.01-E.184,Female,30 ,Accepts Healthy Volunteers
Breast Cancer Chemotherapy,Female,45 ,No
STUDY02001039,Female,18 ,No
CSCS,Female,18 ,No
2020/6422,Female,18 ,No
2022-0150,All,18 ,Accepts Healthy Volunteers
2007-0003,All,18 ,No
2-028-22,All,18 ,No
GEN-602-CT-101,All,18 ,No
CASE2119,All,19 ,No
STUDY00000228,All,18 ,No
PRESIONA20,Female,18 ,No
IPAC,All,18 ,No
CTMS# 18-0135,Female,18 ,No
3734,Female,19 ,Accepts Healthy Volunteers
6077,All,nan,Accepts Healthy Volunteers
2022LS100,All,18 ,No
STX-478-101,All,18 ,No
18-486,All,18 ,No
20-124,Female,18 ,No
2019-02661,Female,18 ,No
110181,Female,nan,Accepts Healthy Volunteers
IRB-55153,Female,18 ,Accepts Healthy Volunteers
GS3,All,18 ,No
20953,All,18 ,No
QT MG PRE Phase 1,Female,nan,Accepts Healthy Volunteers
MC1932,All,18 ,No
2018-A011828-47,Female,18 ,No
EXPLLN21-01,All,18 ,No
22-457,Female,18 ,No
GW10029,Female,30 ,Accepts Healthy Volunteers
GCC1950,All,18 ,No
2020-0501,Female,25 ,No
Erector block after mastectomy,Female,18 ,No
2021-0025,Female,25 ,No
HCI148669,Female,18 ,No
CBYL719CKR01,All,18 ,No
21/59848,Female,18 ,No
221-005,All,18 ,Accepts Healthy Volunteers
RECHMPL20_0005-UF7919,Female,50 ,Accepts Healthy Volunteers
P.T.REC/012/002615,Female,30 ,No
INT31/19,All,18 ,No
Telerehab CH Usability,Female,20 ,Accepts Healthy Volunteers
ICO-N-2018-15,Female,18 ,No
B00394,Female,30 ,Accepts Healthy Volunteers
CKMW-1801,Female,25 ,No
EGC101,Male,18 ,Accepts Healthy Volunteers
69HCL20_1018,Female,18 ,No
300.08-2018-Samsungmedison-S,All,19 ,Accepts Healthy Volunteers
ICO-A-2020-10,All,18 ,No
INT157/17,All,18 ,No
13155,Female,18 ,Accepts Healthy Volunteers
IRB20-0528,Female,18 ,Accepts Healthy Volunteers
BO40933,All,18 ,No
2018-0345-1105,Female,18 ,No
NL67696.068.18,Female,18 ,No
UW17032,Female,18 ,No
MedOPP321,All,18 ,No
RECHMPL21_0379,Female,18 ,No
2017-8737,Female,18 ,No
AP2204-50104,Female,18 ,No
IRB-53132,Female,18 ,No
5160378,Female,18 ,Accepts Healthy Volunteers
R.21.11.1523,Female,18 ,No
CYP003,All,18 ,No
315581,Female,18 ,No
2022000438,Female,18 ,No
CTB in Breast surgery,Female,18 ,No
RS1307/20,All,18 ,No
H-18041465,Female,18 ,Accepts Healthy Volunteers
RIS42756,Female,50 ,Accepts Healthy Volunteers
YH32367-101,All,18 ,No
18-294,Female,40 ,Accepts Healthy Volunteers
2021.127,Female,18 ,No
2020-0974,Female,18 ,No
HP-00088085,Female,18 ,No
ShantouCH,Female,18 ,No
HYACOM,Female,18 ,No
NL82061.096.22,Female,18 ,No
36264PR116/2/23,Female,18 ,No
MCC-20335,All,18 ,No
00101494,All,50 ,Accepts Healthy Volunteers
ETK00-2020-0103,Female,35 ,Accepts Healthy Volunteers
DIVA-001,Female,40 ,No
PRO00030436,All,18 ,No
JS2021-6-1,Female,18 ,No
20180335,Female,40 ,No
DRBX201901/PRO,Female,18 ,No
21-04,All,18 ,No
A221505,All,18 ,No
UC-0107/1803,Female,50 ,No
SHS-An-1-2022,Female,18 ,No
R01CA249419,All,21 ,No
STU 072016-058,All,18 ,Accepts Healthy Volunteers
DS1103-074,All,18 ,No
NEUROTOX,Female,18 ,No
Biofeedback_based_music,Female,19 ,No
IRB-21-28,Female,18 ,No
BREAST-Pyrotinib,Female,18 ,No
ELEGANT - ET18-262,All,18 ,No
A5481065,Female,18 ,No
L19-065,All,18 ,No
HP-00068503,All,18 ,No
TQB211-III-01,Female,18 ,No
AP2110-30111,Female,18 ,No
IRB202101449,Female,18 ,No
NL72808.068.20,Female,18 ,No
IIT2021-01-Shiao-CSF1Ri,Female,18 ,No
WHITE TEA,Female,18 ,No
R17096,Female,18 ,No
2017/15,Female,18 ,No
A222101,All,18 ,No
AP2014-50103,Female,18 ,No
DMT-2015.002,All,nan,No
21-318,Female,18 ,No
KY2019,Female,18 ,nan
S61864,Female,18 ,No
IRAS 283017,Female,18 ,No
BXU572940,All,18 ,No
62/19-06-18,Female,18 ,No
ZUH-MICB-UMPR,Female,18 ,Accepts Healthy Volunteers
20/WS/0110,Female,30 ,Accepts Healthy Volunteers
RG1007834,All,18 ,No
KCT001,All,18 ,No
HE641269,Female,18 ,No
AIUR trial,Female,19 ,No
S-20200094,All,nan,No
ATADEK 2021-14/18,Female,18 ,Accepts Healthy Volunteers
LBS-CA-PTL-033,All,18 ,Accepts Healthy Volunteers
19-665,All,18 ,No
RECHMPL18_0244,Female,20 ,No
TBio-4101-001,All,18 ,No
UCCS19102,All,65 ,No
UCCS20127,All,65 ,No
U21-08-4519,All,18 ,No
RCB: 2022-A01349-34,All,18 ,No
211820931,All,18 ,No
CTC-SMMiL-E-1901,All,18 ,Accepts Healthy Volunteers
LCI-BRE-VITD-001,Female,18 ,No
CLEE011A2412B,All,18 ,No
PB-2020-01,All,18 ,Accepts Healthy Volunteers
OX2022-203-01,All,18 ,No
2018-0561,All,18 ,No
IRB00180383,Female,21 ,Accepts Healthy Volunteers
ID-RCB: 2018-A03356-49,All,18 ,No
2011684,Female,18 ,No
2021/058,Female,18 ,No
CDK-002-101,All,18 ,No
SAPB for MRM 2.0,Female,18 ,No
2020_16,Female,25 ,No
TJ107001STM202,All,18 ,No
2015C0090,All,40 ,No
Study-21-00112,Female,40 ,No
2020-013-00US3,All,18 ,No
NeuroMod-PCCI,Female,18 ,No
D8530C00004,Female,50 ,Accepts Healthy Volunteers
19-5250.0,Female,20 ,No
STU 2019-1099,All,18 ,No
2020.253 NL72539.029.20,Female,18 ,No
A5481173,All,18 ,No
2021-0568-001,Female,19 ,No
STUDY00143316,Female,18 ,Accepts Healthy Volunteers
2019P001434-1,All,30 ,No
19-238,Female,18 ,No
FDRT-BC007,Female,18 ,No
IRMA,Female,18 ,nan
PMPS 1,Female,21 ,No
2004-219-1119,All,19 ,No
2000031319,All,18 ,No
DS1062-A-J101,All,18 ,No
CMUH110-REC1-122,All,20 ,No
IIT-ePRO,All,18 ,No
ICO-2020-22,Female,nan,nan
22-091,Female,18 ,No
UTK-IRB-22-07195,Female,18 ,No
ERC#2020-3379-10190,Female,nan,No
PROICM 2018-07 BPR,All,18 ,Accepts Healthy Volunteers
5271,Female,18 ,No
ZG01012019,Female,18 ,No
PO18091,All,18 ,No
22-197,Female,18 ,No
21-055,All,18 ,Accepts Healthy Volunteers
1955K,Female,18 ,Accepts Healthy Volunteers
20-5111,All,18 ,No
PROICM 2020-06 BIO,Female,18 ,No
IRB-46373,Female,18 ,No
UPCC 21220,All,18 ,No
2019_NOV_CP_001,All,18 ,Accepts Healthy Volunteers
DEGENCA,All,18 ,No
IRB-2022- 1451,Female,18 ,No
ASO.RianGen.22.02,Female,18 ,No
19-00222,Female,21 ,No
C4431001,All,18 ,No
M336,Female,18 ,No
MAGREES,Female,18 ,No
KIA 2018/155,Female,18 ,Accepts Healthy Volunteers
B-1206-158-005,Female,40 ,No
190311,Female,22 ,No
20-021,Female,18 ,No
202200395A3,Female,20 ,No
PECS in Breast Cancer Surgery,Female,21 ,No
HREBA.CC-19-0354,All,45 ,No
Analgesia in breast surgey,Female,18 ,No
159-2019,Female,18 ,No
9778,Female,18 ,nan
LCCC1920,All,18 ,No
MCC-19650,All,18 ,Accepts Healthy Volunteers
2018-05-0009,Female,18 ,No
DCIS Cryo,Female,18 ,No
STU00214745,Female,18 ,Accepts Healthy Volunteers
ENTheR,All,18 ,No
Michal Nissim 2,All,18 ,No
IUSCC-0533,Female,18 ,No
Version 1.1.6,Female,18 ,No
GALENO 1,All,18 ,No
MMSTD1Pecs2,Female,21 ,No
875329,All,65 ,No
ST-067-001,All,18 ,No
H-40045,Female,40 ,No
SYSKY-2023-122-02,Female,18 ,No
TRV-002,All,18 ,No
KOU KAEK 2018/487,Female,18 ,No
TREM-1,Female,18 ,No
RC31/17/0335,Female,18 ,No
201912245RINB,Female,40 ,No
KND-QX-CXXT,Female,18 ,No
ALTERTASTE,All,18 ,No
CUT_DN_02,All,18 ,No
Pro00052823,Female,21 ,No
PKUPH10B001,Female,18 ,No
19.58/ONCO19.08,Female,18 ,No
CCS1477-01,All,18 ,No
CO-338-098,All,18 ,No
CIRCADIAN,Female,18 ,No
UBP-A103-HER2,Male,20 ,Accepts Healthy Volunteers
UMCC 2021.071,Female,18 ,No
Pro00040035,Female,21 ,No
18-6047,All,18 ,No
Real-HER2,All,18 ,No
PI2018068,Female,nan,No
Metimedi-202,All,18 ,No
CBCSG-040,Female,18 ,No
NUV-422-02,All,18 ,No
UBT 2022-01,Female,18 ,Accepts Healthy Volunteers
2020-A01534-35,Female,50 ,No
181367,Female,18 ,No
PRO00041443,Female,18 ,No
19SM5221,All,18 ,No
METCZ20190024,Female,18 ,No
22-01024342,Female,50 ,No
PUMA-NER-9501,All,18 ,No
SY-5609-101,All,18 ,No
MCC-20487,All,18 ,No
DWI breast cancer,All,20 ,nan
2022/73,Female,nan,Accepts Healthy Volunteers
TBMZ-Radio-boron gel,Female,18 ,No
0141-19-RMB,Female,18 ,No
BT5528-100,All,18 ,No
2021P000209,Female,18 ,Accepts Healthy Volunteers
REaCT-TEMPO,All,18 ,No
SYSKY-2022-117-01,Female,18 ,No
IRB 22-211,All,18 ,No
PROT-P2-024,Female,18 ,No
2022-0454,All,18 ,No
Pro00101109,Female,50 ,Accepts Healthy Volunteers
22-071,Female,21 ,No
ZL-2306-006,All,18 ,No
OTT-15-02,Female,18 ,No
CONFIDENCE-01,Female,18 ,Accepts Healthy Volunteers
K 2020-9716,All,18 ,No
NCC20180327,All,18 ,No
3121_MATFIH22,Female,18 ,No
Modi-1-001,All,18 ,No
20-437,All,18 ,No
16-01,Female,35 ,No
IEO 1002/,Female,18 ,No
3271,Female,41 ,No
21-559,All,18 ,No
LCCC2139,Female,18 ,No
NK-101,All,18 ,No
1903399639,Female,40 ,No
18-00684,Female,18 ,No
MCC-19-15167,Female,18 ,No
CASE5117,All,22 ,No
CASE10117,Female,18 ,No
Medipol Hospital 18,Female,18 ,No
18-431,All,18 ,No
SPI-POZ-203,All,18 ,No
STUDY21070030,Female,30 ,Accepts Healthy Volunteers
E2018124,Female,nan,No
2140-002,All,18 ,No
2019(S073),Female,18 ,Accepts Healthy Volunteers
21-288,All,18 ,No
OSU-21198,All,18 ,Accepts Healthy Volunteers
RadOnc,Female,nan,No
INX-315-01,All,18 ,No
JSKN003-101,All,18 ,No
228012,Female,18 ,No
20-275,All,18 ,No
018-781,Female,30 ,Accepts Healthy Volunteers
IGAR-TO-007,Female,18 ,No
Laser LabCorp #001,Female,18 ,Accepts Healthy Volunteers
2020-04936,Female,40 ,Accepts Healthy Volunteers
NCC2962,Female,nan,No
IRB-50877,All,18 ,No
PER-19-04,Female,18 ,Accepts Healthy Volunteers
KL166-I-01-CTP,All,18 ,No
PROTOCOL-P2-054,Female,18 ,No
254-18,Female,18 ,Accepts Healthy Volunteers
B076201420067,All,30 ,Accepts Healthy Volunteers
MIP-2019-001,Female,18 ,No
21051,All,70 ,Accepts Healthy Volunteers
DE-17-17,Female,18 ,Accepts Healthy Volunteers
CLINP-001013,Female,18 ,No
201701045,Female,18 ,No
ICO-2021-05,Female,18 ,nan
E20210210,Female,18 ,No
735CLD Rev.04,Female,18 ,No
CLP-0004,Female,nan,No
EMC-0124-18,All,18 ,Accepts Healthy Volunteers
LYL797-101,All,18 ,No
2834,All,20 ,Accepts Healthy Volunteers
APHP220816,All,20 ,No
IC 2021 07,Female,18 ,No
GEN1B-01,Female,18 ,Accepts Healthy Volunteers
GOG-8023,Female,nan,No
IIT2018-25-MITA-NEOBREADS,Female,18 ,No
2020-00493,Female,18 ,No
20210817-01H,Female,18 ,No
CIRB Ref. No: 2019/2090,Female,21 ,No
20295,Female,18 ,No
TO-TAS0728-101,All,18 ,No
124.03-2017-GES-0005,Female,40 ,Accepts Healthy Volunteers
IIT2018-21-AMERSI-BREADS,Female,18 ,No
PSG SOMAVAC,Female,21 ,No
FMSU2017-003,Female,18 ,Accepts Healthy Volunteers
3-2021-0468,Female,20 ,No
IB 2019-01,All,18 ,No
2022-010,All,18 ,No
Reader-02 Study,Female,18 ,No
20-03,Female,40 ,Accepts Healthy Volunteers
YWBC-002,All,18 ,No
PER-19-03,Female,18 ,No
2019-1176,All,21 ,No
2018-4107,Female,nan,No
2021-0290,Female,18 ,No
0180910/16,Female,18 ,No
ETNA-CRCI,Female,18 ,Accepts Healthy Volunteers
INTRUSION,All,18 ,No
2019-A00121-56,Female,18 ,No
2018-9409,Female,18 ,No
R.22.09.1830,Female,20 ,Accepts Healthy Volunteers
SCOUT2021,Female,18 ,No
PROICM 2019-07 PRE,Male,18 ,No
Reader-01,Female,18 ,No
2020-0980,Female,30 ,Accepts Healthy Volunteers
STUDY00025461,All,18 ,No
19D.203,Female,30 ,No
BCD-178-1,Male,18 ,Accepts Healthy Volunteers
2019P003607-11,All,65 ,Accepts Healthy Volunteers
SHR6390-I-114,All,18 ,Accepts Healthy Volunteers
19-005445,Female,18 ,No
2204MDJ,All,18 ,Accepts Healthy Volunteers
mastectomy regional anesthesia,Female,40 ,No
PECS 2019,Female,18 ,No
R-2017/UEM11,All,18 ,No
IBIO-302,Female,18 ,Accepts Healthy Volunteers
LAE203CN2101,All,18 ,No
SN132D CSP final version 6.0,All,18 ,No
2022-1151,All,25 ,No
2020-3,All,18 ,Accepts Healthy Volunteers
CIRB Ref. No: 2017/3139,All,15 ,Accepts Healthy Volunteers
LCCC1754,All,18 ,No
Tomosymthesis,Female,35 ,No
NINTAU,Female,18 ,No
BCA-AI,Female,18 ,No
21-002713,Female,18 ,Accepts Healthy Volunteers
LIVFOU-930411,Female,18 ,No
21-BI-1607-01,All,18 ,No
20-378,All,18 ,No
2019-A0872-55,All,18 ,No
CAAA504A12101,All,18 ,No
20190701041GH,Female,18 ,No
D6900C00001,All,18 ,No
HNCH-BC004,Female,18 ,No
CMUH106-REC2-117,Female,20 ,No
20200491,Female,18 ,No
2019-06214,Female,18 ,No
PRO2021-1428,Female,18 ,No
ZN-A-1041-101,All,18 ,No
HCC 21-265,Female,18 ,No
HNCH-BC007,Female,18 ,No
2020-0498,Female,18 ,No
NBE-002-01,All,18 ,No
1B-22-2,All,18 ,No
PROT002 - Test Plan 01 Rev A,Female,35 ,No
Gen 2 - 01,All,18 ,No
PROT001,All,18 ,No
MW05-2020-CP301,Female,18 ,No
BYON5667.002,Female,18 ,No
UZBRU_VHH2_1,All,18 ,No
v24-9-2017,All,18 ,No
19-007547,All,18 ,No
Pro00092817,Female,18 ,No
Pro00112215,Female,18 ,No
Ageing-NIO,Female,18 ,Accepts Healthy Volunteers
5R44CA203608,All,18 ,No
M16-573,All,18 ,No
ACROPOLI (SOLTI-1904),All,18 ,No
NL52329.075.15,All,18 ,No
DPCVC,All,18 ,Accepts Healthy Volunteers
AAAT2490,All,18 ,No
0S-20-6,All,18 ,No
SRNSM,Female,18 ,nan
CMP-001-009,All,18 ,No
SS-SP01-201904,All,18 ,No
5890-001,All,18 ,No
H19-03343,All,18 ,No
BPI-2358-106 phase 3,Female,18 ,No
EK 1623/2020,All,18 ,No
TRX518-004,All,18 ,No
20200110,All,18 ,No
ASPB vs ESBP for mastectomy,Female,20 ,No
2018-01,Female,18 ,No
TYKM1602101,All,18 ,No
BrUOG 351,Female,60 ,No
PI-3958,Female,20 ,No
KL264-01,All,18 ,No
Medipol Hospital 26,Female,18 ,No
NeoVAB,Female,18 ,No
16-136,All,18 ,No
SGN228-001,All,18 ,No
1612017795,Female,18 ,Accepts Healthy Volunteers
7902-005,All,18 ,No
UUBreast02,All,18 ,Accepts Healthy Volunteers
2021-0842,All,18 ,No
GN19HS442,All,16 ,No
06-2020/1,Female,18 ,nan
MCC-21622,All,18 ,No
SIBP-03-01,All,18 ,No
IRB00047335,Female,18 ,No
217510,Female,18 ,No
RIN20230039,All,18 ,Accepts Healthy Volunteers
4-2019-0834,Female,nan,Accepts Healthy Volunteers
UI/EC/20/0275,Female,nan,No
AB-201-01,All,18 ,No
IOM-040369,All,18 ,No
233,Female,20 ,No
TQB3616-I-02,All,18 ,Accepts Healthy Volunteers
MAR-BAS-18-005,All,18 ,No
107709,Female,18 ,No
20-1456,All,18 ,Accepts Healthy Volunteers
UTN: U1111-1278-1680,All,18 ,No
19-104,All,21 ,No
MASCT-I-1003,All,18 ,No
REC/RCR&AHS/22/0511,Female,25 ,No
18-264,All,21 ,Accepts Healthy Volunteers
KY20202093-F-1,All,18 ,Accepts Healthy Volunteers
P050001 TiLOOP® Bra Pocket,Female,18 ,Accepts Healthy Volunteers
2021-0262,All,18 ,No
262180,Female,18 ,Accepts Healthy Volunteers
H18-02014,All,19 ,No
IRB19-2074,Female,18 ,Accepts Healthy Volunteers
TG1819ONC,All,18 ,No
STUDY00018917,All,60 ,Accepts Healthy Volunteers
STUDY00002789,Female,18 ,Accepts Healthy Volunteers
S66520,Female,18 ,No
